#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
335.0%	67000	-320412.6843595989	301.8494678675681	18.6	23:52:44
340.0%	68000	-321132.12285566516	301.51417368067666	18.6	23:52:34
345.0%	69000	-319921.8683708764	299.33078867416	18.6	23:52:25
350.0%	70000	-321522.976203325	302.5989092319307	18.6	23:52:16
355.0%	71000	-320709.67321471847	295.8219339767292	18.6	23:52:07
360.0%	72000	-320300.63185271807	298.7924332282736	18.6	23:51:58
365.0%	73000	-321221.25635595317	303.0305413651951	18.6	23:51:48
370.0%	74000	-320843.4831214661	298.4853910487434	18.6	23:51:39
375.0%	75000	-321120.53957975935	299.05089912401036	18.6	23:51:29
380.0%	76000	-321922.3538796678	300.896527948219	18.6	23:51:20
385.0%	77000	-321270.3238748177	300.1821663947115	18.6	23:51:11
390.0%	78000	-320781.8171344169	298.31271173721933	18.6	23:51:01
395.0%	79000	-321483.2941730188	302.8928615621546	18.6	23:50:52
400.0%	80000	-320318.71970810136	300.5576968761134	18.6	23:50:43
405.0%	81000	-320266.9845367349	298.79399931586045	18.6	23:50:33
410.0%	82000	-320632.61589214765	302.00886730249437	18.6	23:50:24
415.0%	83000	-321347.5441879388	304.97447537951814	18.6	23:50:15
420.0%	84000	-320047.505881042	302.1338661121125	18.6	23:50:06
425.0%	85000	-319599.8083116149	300.4059243869365	18.6	23:49:57
430.0%	86000	-320392.4867208465	297.9866038058227	18.6	23:49:47
435.0%	87000	-320907.29908148106	300.16212664742477	18.6	23:49:38
440.0%	88000	-320840.5546858839	301.6284398397674	18.6	23:49:29
445.0%	89000	-320514.2570096147	298.5406931528219	18.6	23:49:19
450.0%	90000	-320019.8568932249	300.1001782577884	18.6	23:49:10
455.0%	91000	-321085.86639969726	300.1231344037911	18.6	23:49:01
460.0%	92000	-321318.71506806114	299.16696620063993	18.6	23:48:51
465.0%	93000	-321301.06561363884	299.7671503331185	18.6	23:48:42
470.0%	94000	-321611.24775500526	302.357329869379	18.6	23:48:32
475.0%	95000	-320386.1622660989	300.28709263541424	18.6	23:48:23
480.0%	96000	-320653.24804992904	298.3507775430796	18.6	23:48:14
485.0%	97000	-321619.312221939	297.7873127925143	18.6	23:48:05
490.0%	98000	-321374.0122061954	299.5218261390369	18.6	23:47:55
495.0%	99000	-321286.68828044133	296.35214674150535	18.6	23:47:46
500.0%	100000	-321854.3594279424	300.56957680155233	18.6	23:47:37
505.0%	101000	-320657.6627361025	297.6246082723246	18.6	23:47:27
510.0%	102000	-320623.3496869982	294.2893551523728	18.6	23:47:18
515.0%	103000	-321814.37674373947	300.7947490468386	18.6	23:47:09
520.0%	104000	-322402.24755936745	299.80677738749034	18.6	23:46:59
525.0%	105000	-320934.3731443358	299.01254004163627	18.6	23:46:50
530.0%	106000	-322126.3852569773	297.5946083183748	18.6	23:46:41
535.0%	107000	-321214.95586806023	297.8297353317342	18.6	23:46:32
540.0%	108000	-320544.9900172772	299.86534497826017	18.6	23:46:23
545.0%	109000	-321181.8421716606	301.62631828439174	18.6	23:46:14
550.0%	110000	-320141.5180764408	300.74467120058824	18.6	23:46:04
555.0%	111000	-321226.06786507973	299.1338939465055	18.6	23:45:55
560.0%	112000	-321740.90133814653	295.48030840107725	18.6	23:45:46
565.0%	113000	-321482.1023757481	300.3200731545312	18.6	23:45:36
570.0%	114000	-320473.3257830723	301.97147028479606	18.6	23:45:27
575.0%	115000	-320579.77340880735	294.84228167802837	18.6	23:45:18
580.0%	116000	-320312.55931725237	300.9785322697455	18.6	23:45:08
585.0%	117000	-320981.7598561498	305.007195200855	18.6	23:44:59
590.0%	118000	-321289.45921367547	297.92543469419775	18.6	23:44:50
595.0%	119000	-320365.06608213414	305.09218687355633	18.6	23:44:40
600.0%	120000	-320389.81972538563	300.4540206832567	18.6	23:44:31
605.0%	121000	-320700.44678573404	300.4793967796677	18.6	23:44:22
610.0%	122000	-320731.0425695835	298.2406530902338	18.6	23:44:12
615.0%	123000	-320958.7799105251	300.4139834531065	18.6	23:44:03
620.0%	124000	-321003.5579476068	297.5434757248706	18.6	23:43:54
625.0%	125000	-320293.2840445326	300.6351344961601	18.6	23:43:45
630.0%	126000	-320640.98128580675	296.33846411737954	18.6	23:43:36
635.0%	127000	-321144.41227077134	298.9496785274726	18.6	23:43:26
640.0%	128000	-321247.7189485531	298.66506362294706	18.6	23:43:17
645.0%	129000	-320905.5830120228	298.4517802909263	18.6	23:43:08
650.0%	130000	-320875.67057343945	297.65871971625495	18.6	23:42:58
655.0%	131000	-321740.76580494246	297.50095367897177	18.6	23:42:49
660.0%	132000	-321959.7010993364	300.411251989096	18.6	23:42:40
665.0%	133000	-321210.73731528316	301.25316589494224	18.6	23:42:30
670.0%	134000	-319827.88349692593	299.41783250222346	18.6	23:42:21
675.0%	135000	-321027.1946721438	298.77304425001404	18.6	23:42:12
680.0%	136000	-321485.6486214788	303.3034042370383	18.6	23:42:03
685.0%	137000	-321476.91222237167	302.1293400329221	18.6	23:41:54
690.0%	138000	-319876.73394501815	304.5951983557059	18.6	23:41:45
695.0%	139000	-320541.34658578085	302.85466043708834	18.6	23:41:36
700.0%	140000	-320878.98002846236	297.20143512183853	18.6	23:41:27
705.0%	141000	-320770.59417530685	300.8003980309644	18.6	23:41:17
710.0%	142000	-321138.79163954896	297.58578001737516	18.6	23:41:08
715.0%	143000	-320915.32656759094	298.8540659119394	18.6	23:40:59
720.0%	144000	-320154.6548458473	299.2844992846095	18.6	23:40:49
725.0%	145000	-320470.8549950798	299.37973143078585	18.6	23:40:40
730.0%	146000	-321402.85222993814	301.87517351052105	18.6	23:40:31
735.0%	147000	-320762.27099119476	302.6557853820248	18.6	23:40:21
740.0%	148000	-320533.22093983693	299.8182123810297	18.6	23:40:12
745.0%	149000	-320684.41600100836	299.9828812830058	18.6	23:40:03
750.0%	150000	-320233.6678759551	301.5843662860454	18.6	23:39:54
755.0%	151000	-321480.88537617214	301.41960700915706	18.6	23:39:44
760.0%	152000	-321323.4778083225	300.12581754510103	18.6	23:39:35
765.0%	153000	-321170.9791270327	301.24133800167914	18.6	23:39:26
770.0%	154000	-320536.4317402835	298.54124233540455	18.6	23:39:17
775.0%	155000	-321242.43508445635	298.4878675742588	18.6	23:39:08
780.0%	156000	-321480.8006862665	301.5559980069092	18.6	23:38:59
785.0%	157000	-320955.774885596	300.92449372478467	18.6	23:38:50
790.0%	158000	-321481.1418793509	299.89715290421105	18.6	23:38:41
795.0%	159000	-322024.13129087165	300.05287526750317	18.6	23:38:32
800.0%	160000	-321117.75089298096	298.9741960864418	18.6	23:38:22
805.0%	161000	-321637.85619376414	300.27169142555346	18.6	23:38:13
810.0%	162000	-319843.24851477076	295.4560187241848	18.6	23:38:04
815.0%	163000	-321408.9532147825	300.81541805221894	18.6	23:37:54
820.0%	164000	-320499.3757558409	298.2531019049789	18.6	23:37:45
825.0%	165000	-320501.92030681483	298.1641849286419	18.6	23:37:36
830.0%	166000	-320580.6398537278	296.3197536690328	18.6	23:37:26
835.0%	167000	-321211.57644136366	299.1720620628668	18.6	23:37:17
840.0%	168000	-320153.3795259304	297.41545762124105	18.6	23:37:08
845.0%	169000	-320923.96323658363	297.24132371899736	18.6	23:36:59
850.0%	170000	-321539.6081037689	298.2697072982962	18.6	23:36:49
855.0%	171000	-320744.0924202758	299.7103546690731	18.6	23:36:40
860.0%	172000	-321731.67807268794	297.47012546519625	18.6	23:36:31
865.0%	173000	-321983.8092786118	300.84652394780494	18.6	23:36:22
870.0%	174000	-321369.35808336805	298.0176161662436	18.6	23:36:13
875.0%	175000	-321469.8583299571	299.67971993785613	18.6	23:36:03
880.0%	176000	-321083.7891185174	296.67921018211274	18.6	23:35:54
885.0%	177000	-321163.22521350835	299.9502189340876	18.6	23:35:45
890.0%	178000	-320790.3001669769	301.52344666582513	18.6	23:35:36
895.0%	179000	-320523.6725546699	302.90407925185747	18.6	23:35:27
900.0%	180000	-320456.6719060133	301.50032267429134	18.6	23:35:17
905.0%	181000	-321165.448511712	301.36873842078256	18.6	23:35:08
910.0%	182000	-320798.0431357578	304.12061569691025	18.6	23:34:58
915.0%	183000	-321028.24504448683	297.2564694089427	18.6	23:34:49
920.0%	184000	-321679.3432155354	303.02766977091306	18.6	23:34:40
925.0%	185000	-319924.3667252951	303.8949042627162	18.6	23:34:30
930.0%	186000	-319929.66723125824	300.7935125860869	18.6	23:34:21
935.0%	187000	-319948.1529957757	301.2479622063576	18.6	23:34:12
940.0%	188000	-320044.18757263524	299.04539708500926	18.6	23:34:03
945.0%	189000	-320267.4205894461	298.5968407294156	18.6	23:33:53
950.0%	190000	-321321.4022822939	297.4631650092703	18.6	23:33:44
955.0%	191000	-320599.5384360468	300.09479587399983	18.6	23:33:35
960.0%	192000	-320409.73807636974	299.17096761843464	18.6	23:33:25
965.0%	193000	-320091.4363143763	299.22883061077914	18.6	23:33:16
970.0%	194000	-320043.4847665471	302.8521712081831	18.6	23:33:07
975.0%	195000	-320442.27322059195	300.15223218225526	18.6	23:32:57
980.0%	196000	-320903.5182525201	301.580092406202	18.6	23:32:48
985.0%	197000	-322008.0869700727	298.1027119121179	18.6	23:32:39
990.0%	198000	-321308.2589212775	298.5817859487882	18.6	23:32:30
995.0%	199000	-321466.77116233157	301.7964222938728	18.6	23:32:20
1000.0%	200000	-320473.17926811357	295.48609341904813	18.6	23:32:11
1005.0%	201000	-321776.9092628362	298.65555169969394	18.6	23:32:01
1010.0%	202000	-321010.63057836983	296.7959436639627	18.6	23:31:52
1015.0%	203000	-321695.01002348773	301.7654501689022	18.6	23:31:43
1020.0%	204000	-321320.60528839706	301.7306369218866	18.6	23:31:34
1025.0%	205000	-320761.8377497373	296.53475721903357	18.6	23:31:25
1030.0%	206000	-320897.120908872	299.80291505420894	18.6	23:31:16
1035.0%	207000	-321008.90780353826	300.23188966072246	18.6	23:31:07
1040.0%	208000	-321229.7025184606	300.6173053008905	18.6	23:30:57
1045.0%	209000	-321701.237555166	300.417738305097	18.6	23:30:47
1050.0%	210000	-321617.8660070901	300.20938666180575	18.6	23:30:38
1055.0%	211000	-321095.6535163433	302.6644927204253	18.6	23:30:29
1060.0%	212000	-320117.8476688708	301.1938615812405	18.6	23:30:20
1065.0%	213000	-321134.10326576023	297.9642529627173	18.6	23:30:11
1070.0%	214000	-321734.3301207239	302.1790125181938	18.6	23:30:01
1075.0%	215000	-319866.2168591479	300.46110077401016	18.6	23:29:52
1080.0%	216000	-320704.486779199	303.68587864816357	18.6	23:29:43
1085.0%	217000	-319814.47150296764	301.2939723662602	18.6	23:29:33
1090.0%	218000	-319971.48149074335	298.7851396379303	18.6	23:29:24
1095.0%	219000	-321252.46235743817	303.2171734965788	18.6	23:29:15
1100.0%	220000	-321215.6596809968	301.4376226830757	18.6	23:29:06
1105.0%	221000	-321495.4582920831	302.80696947161624	18.6	23:28:57
1110.0%	222000	-321428.89472166914	298.5258967481752	18.6	23:28:47
1115.0%	223000	-321579.22077419073	300.2281111001384	18.6	23:28:38
1120.0%	224000	-320027.33741008653	297.4898512535467	18.6	23:28:29
1125.0%	225000	-321739.4340573142	297.61498867563967	18.6	23:28:19
1130.0%	226000	-321675.06980063976	298.4909528811738	18.6	23:28:10
1135.0%	227000	-321816.85570778884	302.5199896525635	18.6	23:28:01
1140.0%	228000	-320983.7764642688	296.2963333657747	18.6	23:27:51
1145.0%	229000	-321135.3332637113	302.23526747866856	18.6	23:27:42
1150.0%	230000	-320897.5460440598	301.34982783632273	18.6	23:27:33
1155.0%	231000	-321365.07846300886	298.67016964909374	18.6	23:27:24
1160.0%	232000	-320581.9406817083	295.31512027746766	18.6	23:27:15
1165.0%	233000	-321161.1349078964	301.73438157463806	18.6	23:27:06
1170.0%	234000	-320947.81760490336	299.0857692659194	18.6	23:26:57
1175.0%	235000	-320953.90229206136	301.1908236810061	18.6	23:26:47
1180.0%	236000	-321041.39655240765	301.35626014977714	18.6	23:26:38
1185.0%	237000	-321091.5597898592	304.3727675560711	18.6	23:26:29
1190.0%	238000	-320409.46107602166	299.0566996659578	18.6	23:26:19
1195.0%	239000	-320980.4916523779	300.5860620821416	18.6	23:26:10
1200.0%	240000	-320644.8717876824	299.9546765856245	18.6	23:26:01
1205.0%	241000	-320687.6079451337	298.2100194159729	18.6	23:25:51
1210.0%	242000	-321102.7728035927	298.8068631159778	18.6	23:25:42
1215.0%	243000	-321381.079879784	300.697767448595	18.6	23:25:33
1220.0%	244000	-320758.2146556752	296.8148796753345	18.6	23:25:24
1225.0%	245000	-321883.55032455176	304.1378022932762	18.6	23:25:15
1230.0%	246000	-319868.2412109561	300.98000174307236	18.6	23:25:06
1235.0%	247000	-320173.09510520403	300.0533191070945	18.6	23:24:56
1240.0%	248000	-320183.1825142838	301.9539960681778	18.6	23:24:47
1245.0%	249000	-321071.63258403237	301.67516902812764	18.6	23:24:38
1250.0%	250000	-319970.7984489596	303.51703955427627	18.6	23:24:28
1255.0%	251000	-321092.78079066845	301.2992874909765	18.6	23:24:19
1260.0%	252000	-322566.8626373566	304.27251642005064	18.6	23:24:10
1265.0%	253000	-321290.2541349202	300.6885077342877	18.6	23:24:00
1270.0%	254000	-321442.7517456899	298.6262521161642	18.6	23:23:51
1275.0%	255000	-320590.1409704848	299.41170161090605	18.6	23:23:42
1280.0%	256000	-321770.24547876255	299.53159855030435	18.6	23:23:32
1285.0%	257000	-321066.6746794882	300.5355330242116	18.6	23:23:23
1290.0%	258000	-320864.17345632473	299.4650982428051	18.6	23:23:14
1295.0%	259000	-319955.9330429516	302.3566852739752	18.6	23:23:05
1300.0%	260000	-321489.9164343893	299.14765136352946	18.6	23:22:56
1305.0%	261000	-320876.2811959763	295.7432754390894	18.6	23:22:47
1310.0%	262000	-321531.276584422	302.35607734897405	18.6	23:22:37
1315.0%	263000	-321853.46970021096	298.34109247955394	18.6	23:22:28
1320.0%	264000	-321619.6309631991	297.4376979183334	18.6	23:22:19
1325.0%	265000	-320116.89653636375	299.66674303299317	18.6	23:22:10
1330.0%	266000	-320128.4421964835	298.93505590487854	18.6	23:22:01
1335.0%	267000	-320678.00645835046	303.69207764267	18.6	23:21:51
1340.0%	268000	-321193.27569275	297.66271674983267	18.6	23:21:42
1345.0%	269000	-321065.8404656637	298.66932947981024	18.6	23:21:33
1350.0%	270000	-321159.1598967321	296.84815727762395	18.6	23:21:23
1355.0%	271000	-321666.11571533955	298.74393360335466	18.6	23:21:14
1360.0%	272000	-321631.37358046183	296.9920606529678	18.6	23:21:05
1365.0%	273000	-320806.1393430375	300.96117577699823	18.6	23:20:56
1370.0%	274000	-320813.39258277696	298.52693198334924	18.6	23:20:46
1375.0%	275000	-321076.1765435203	297.17543301946085	18.6	23:20:37
1380.0%	276000	-321513.5830990176	303.5373836369477	18.6	23:20:28
1385.0%	277000	-321064.25783760543	300.1212097502309	18.6	23:20:18
1390.0%	278000	-321861.12656190735	298.36468775822095	18.6	23:20:09
1395.0%	279000	-321350.06290459516	298.753355938426	18.6	23:20:00
1400.0%	280000	-321861.1944011389	303.55412938454896	18.6	23:19:50
1405.0%	281000	-320265.37166750594	300.5146670617797	18.6	23:19:41
1410.0%	282000	-321033.9363565459	301.25698717342425	18.6	23:19:32
1415.0%	283000	-321041.274971392	299.74295058303244	18.6	23:19:22
1420.0%	284000	-321626.3966399464	302.5198875278953	18.6	23:19:13
1425.0%	285000	-320489.0343366326	298.2334956914207	18.6	23:19:04
1430.0%	286000	-320787.07612634613	298.9426476128664	18.6	23:18:54
1435.0%	287000	-320252.1079051937	302.76693275966943	18.6	23:18:45
1440.0%	288000	-320401.2109621081	301.6794976318571	18.6	23:18:36
1445.0%	289000	-320852.2493090802	300.5273828751311	18.6	23:18:27
1450.0%	290000	-321645.23738516355	297.38022081728917	18.6	23:18:17
1455.0%	291000	-320768.78628370655	298.33073388650865	18.6	23:18:08
1460.0%	292000	-320323.98970764806	301.2313619908131	18.6	23:17:59
1465.0%	293000	-320546.552603072	303.56293438400013	18.6	23:17:49
1470.0%	294000	-321584.397845465	301.5310978831908	18.6	23:17:40
1475.0%	295000	-321408.06469584536	299.7133338775227	18.6	23:17:31
1480.0%	296000	-320691.67282409524	299.5197365371311	18.6	23:17:22
1485.0%	297000	-321538.5370436779	299.56493340696176	18.6	23:17:13
1490.0%	298000	-320740.26141598145	297.82935167162424	18.6	23:17:03
1495.0%	299000	-322152.20985190594	300.1742347439431	18.6	23:16:54
1500.0%	300000	-321684.8989151418	300.6359587045769	18.6	23:16:45
1505.0%	301000	-321145.77740058815	303.6452020303805	18.6	23:16:35
1510.0%	302000	-320699.9808815203	302.87674092925954	18.6	23:16:26
1515.0%	303000	-321182.29670173465	298.8470609507834	18.6	23:16:17
1520.0%	304000	-320808.9780821928	301.914529993355	18.6	23:16:07
1525.0%	305000	-320347.37235070765	303.04665414797506	18.6	23:15:58
1530.0%	306000	-320229.1598488216	301.30251310379407	18.6	23:15:49
1535.0%	307000	-319979.8437175872	303.1141721925863	18.6	23:15:39
1540.0%	308000	-320901.66356039606	303.39743370907456	18.6	23:15:30
1545.0%	309000	-321719.93771321	300.46111610349254	18.6	23:15:21
1550.0%	310000	-321501.55720973294	300.09029924379416	18.6	23:15:12
1555.0%	311000	-321780.6188008259	301.54084582659317	18.6	23:15:03
1560.0%	312000	-320768.6586882961	299.9560539447255	18.6	23:14:53
1565.0%	313000	-320566.92609424517	297.5429459051027	18.6	23:14:44
1570.0%	314000	-320865.02521332237	298.42316690417414	18.6	23:14:35
1575.0%	315000	-320991.79972897144	298.46819520165616	18.6	23:14:25
1580.0%	316000	-321979.2206090435	302.26891892892354	18.6	23:14:16
1585.0%	317000	-320716.167911171	299.9722369500359	18.6	23:14:07
1590.0%	318000	-320912.7375641118	301.9530706015113	18.6	23:13:57
1595.0%	319000	-320456.3807322262	302.85935158719394	18.6	23:13:48
1600.0%	320000	-319747.25444439426	297.57766059057485	18.6	23:13:39
1605.0%	321000	-321137.3227035294	302.6880466102782	18.6	23:13:30
1610.0%	322000	-321446.361137033	299.96873360910774	18.6	23:13:21
1615.0%	323000	-320892.35968342633	302.60803585066407	18.6	23:13:12
1620.0%	324000	-321356.0720255661	299.6933824471004	18.6	23:13:03
1625.0%	325000	-320321.2838630541	299.9503410757739	18.6	23:12:53
1630.0%	326000	-320518.13115601824	298.7103151563076	18.6	23:12:44
1635.0%	327000	-320882.0895212933	301.1905392637303	18.6	23:12:35
1640.0%	328000	-320314.5631248702	296.5748302298419	18.6	23:12:25
1645.0%	329000	-321424.9214755804	297.07254154839757	18.6	23:12:16
1650.0%	330000	-321228.02852280857	297.76573561278656	18.6	23:12:07
1655.0%	331000	-320638.248995265	298.61464154206647	18.6	23:11:58
1660.0%	332000	-319626.4720779867	300.583457287903	18.6	23:11:48
1665.0%	333000	-320676.9648482392	302.5459063557933	18.6	23:11:39
1670.0%	334000	-320321.9073970977	299.89808378509474	18.6	23:11:30
1675.0%	335000	-320660.84570938605	297.2981639534051	18.6	23:11:21
1680.0%	336000	-321885.4817600569	296.4545759597651	18.6	23:11:12
1685.0%	337000	-321322.27665782976	296.7716569965886	18.6	23:11:02
1690.0%	338000	-321054.90165336756	297.56244167460795	18.6	23:10:53
1695.0%	339000	-320491.27120803716	302.7905984318612	18.6	23:10:44
1700.0%	340000	-320585.3342420885	300.96343098866237	18.6	23:10:35
1705.0%	341000	-321448.7870518032	298.03584916116307	18.6	23:10:26
1710.0%	342000	-321974.38485041587	299.25066933175907	18.6	23:10:17
1715.0%	343000	-320606.3431617378	298.5941092436528	18.6	23:10:07
1720.0%	344000	-321257.11850975105	298.11984359449764	18.6	23:09:58
1725.0%	345000	-320305.2920968514	299.43953427663007	18.6	23:09:49
1730.0%	346000	-320659.39772336395	300.5594010722115	18.6	23:09:39
1735.0%	347000	-321037.87979000784	298.15592639486226	18.6	23:09:30
1740.0%	348000	-321438.9271699488	298.8291075805418	18.6	23:09:21
1745.0%	349000	-321479.7757767753	298.1080925228831	18.6	23:09:12
1750.0%	350000	-321717.270464011	296.61472173786876	18.6	23:09:02
1755.0%	351000	-321198.36125727114	297.8768300165485	18.6	23:08:53
1760.0%	352000	-320286.28734638495	296.8539252257514	18.6	23:08:44
1765.0%	353000	-320900.0036126254	299.6810779955326	18.6	23:08:34
1770.0%	354000	-321010.04992409516	296.86709279654553	18.6	23:08:25
1775.0%	355000	-320938.5589198668	301.15304950287094	18.6	23:08:16
1780.0%	356000	-321260.53422257234	300.6750441335928	18.6	23:08:06
1785.0%	357000	-320296.8654862335	296.2050416487033	18.6	23:07:57
1790.0%	358000	-320712.1584727389	298.3860970088351	18.6	23:07:48
1795.0%	359000	-321698.3894491405	299.8983103476046	18.6	23:07:38
1800.0%	360000	-321164.0729216384	298.2419661376477	18.6	23:07:29
1805.0%	361000	-321597.9806078726	298.49825181601216	18.6	23:07:20
1810.0%	362000	-321177.0094569747	297.648835146369	18.6	23:07:11
1815.0%	363000	-319879.23662574356	298.07792476657636	18.6	23:07:01
1820.0%	364000	-321225.5409732701	297.0281105952693	18.6	23:06:52
1825.0%	365000	-321349.41756154737	300.59630764599854	18.6	23:06:43
1830.0%	366000	-320306.68334212876	296.87829078092705	18.6	23:06:34
1835.0%	367000	-321304.73203457915	299.7752214449065	18.6	23:06:24
1840.0%	368000	-320064.7671132535	299.1502544945382	18.6	23:06:15
1845.0%	369000	-321228.5187594311	301.11759547768867	18.6	23:06:05
1850.0%	370000	-320804.5837867728	300.77255239699093	18.6	23:05:56
1855.0%	371000	-320855.9089446936	302.02736966485065	18.6	23:05:47
1860.0%	372000	-320700.3345312972	298.47267389300737	18.6	23:05:38
1865.0%	373000	-320662.64676623465	299.0465633425919	18.6	23:05:29
1870.0%	374000	-320454.9511624095	298.8306951712314	18.6	23:05:19
1875.0%	375000	-322245.4327814537	300.30251650187154	18.6	23:05:10
1880.0%	376000	-321110.28893824085	298.203711613579	18.6	23:05:01
1885.0%	377000	-322229.46899027214	298.1043641047137	18.6	23:04:52
1890.0%	378000	-322032.96480604005	300.1461169788185	18.6	23:04:42
1895.0%	379000	-321313.93612521584	300.98570310503084	18.6	23:04:33
1900.0%	380000	-320826.461957203	300.6633162840578	18.6	23:04:24
1905.0%	381000	-321290.2526261157	299.76675378625333	18.6	23:04:14
1910.0%	382000	-321528.23093451024	300.29576470749777	18.6	23:04:05
1915.0%	383000	-320712.4292153481	301.3142539622485	18.6	23:03:56
1920.0%	384000	-319669.36246175296	299.309293258475	18.6	23:03:46
1925.0%	385000	-319518.2526079202	299.0629614552998	18.6	23:03:37
1930.0%	386000	-319762.38732668455	299.10693620490537	18.6	23:03:28
1935.0%	387000	-320391.54152146913	296.0673362123624	18.6	23:03:19
1940.0%	388000	-321338.3975046987	299.3097378385494	18.6	23:03:09
1945.0%	389000	-320238.57181518595	299.24262448840466	18.6	23:03:00
1950.0%	390000	-321040.55260020145	301.87005053898537	18.6	23:02:51
1955.0%	391000	-321348.5901554993	297.5914208735478	18.6	23:02:41
1960.0%	392000	-320745.571038974	301.23328098608926	18.6	23:02:32
1965.0%	393000	-319988.25237639155	299.9028827159668	18.6	23:02:23
