#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
165.0%	33000	-322188.0583139234	301.25232524127676	18.6	23:58:00
170.0%	34000	-321821.10458908044	302.88467256960166	18.6	23:57:50
175.0%	35000	-321567.15563976765	300.1202672906643	18.6	23:57:41
180.0%	36000	-321528.4357205471	298.9567916164313	18.6	23:57:32
185.0%	37000	-321571.3942371388	301.8754007990968	18.6	23:57:22
190.0%	38000	-321749.43167358404	298.4304712817826	18.6	23:57:13
195.0%	39000	-322012.1964145233	301.811682212925	18.6	23:57:04
200.0%	40000	-320803.3476888705	297.0290261831653	18.6	23:56:55
205.0%	41000	-321364.10437910445	299.65089999606306	18.6	23:56:45
210.0%	42000	-321718.33894940093	300.62579549925937	18.6	23:56:36
215.0%	43000	-322290.5101325896	297.6311773095776	18.6	23:56:26
220.0%	44000	-322467.689634454	299.05368633507715	18.6	23:56:17
225.0%	45000	-322276.44816690823	300.7615663993881	18.6	23:56:08
230.0%	46000	-322168.9887639652	296.0601125171096	18.6	23:55:59
235.0%	47000	-321617.778032718	300.2472106208648	18.6	23:55:50
240.0%	48000	-321648.2339553137	301.8834675735374	18.6	23:55:40
245.0%	49000	-321124.64863580326	301.64285003297204	18.6	23:55:31
250.0%	50000	-320535.742289928	299.36773787121524	18.6	23:55:22
255.0%	51000	-321976.6465062739	298.2205435794061	18.6	23:55:12
260.0%	52000	-322357.6280226819	299.6228365461666	18.6	23:55:03
265.0%	53000	-322045.6915693283	299.05810123957787	18.6	23:54:54
270.0%	54000	-320918.8844602378	300.39496908779074	18.6	23:54:44
275.0%	55000	-322047.12801894825	301.8296867773041	18.6	23:54:35
280.0%	56000	-320720.5923666947	296.607436637502	18.6	23:54:26
285.0%	57000	-321147.4732553996	296.38712979847065	18.6	23:54:17
290.0%	58000	-322007.4810288043	299.6212436400127	18.6	23:54:07
295.0%	59000	-321286.3612494103	298.95907785077827	18.6	23:53:58
300.0%	60000	-321636.80083090486	297.2116130121809	18.6	23:53:49
305.0%	61000	-321919.7407815822	299.3300517912887	18.6	23:53:40
310.0%	62000	-321540.0020858606	300.02444627674583	18.6	23:53:30
315.0%	63000	-321815.48658892536	299.7278983910339	18.6	23:53:21
320.0%	64000	-321205.10110404226	298.93412752805494	18.6	23:53:12
325.0%	65000	-320494.3863830399	299.8611826601845	18.6	23:53:02
330.0%	66000	-321783.3584912936	300.8257619112956	18.6	23:52:53
335.0%	67000	-321828.61931042327	297.9938978539467	18.6	23:52:44
340.0%	68000	-321225.2116721838	298.26374138483845	18.6	23:52:34
345.0%	69000	-322076.77365697664	301.1505405466274	18.6	23:52:25
350.0%	70000	-321242.8892113592	297.80596783927757	18.6	23:52:16
355.0%	71000	-321571.0061962481	299.8288768470732	18.6	23:52:07
360.0%	72000	-321817.2025890474	298.7594744410189	18.6	23:51:58
365.0%	73000	-322085.2146806724	301.7695028426488	18.6	23:51:48
370.0%	74000	-321626.3139102862	301.06602191195367	18.6	23:51:39
375.0%	75000	-321259.14982313104	298.9828939989537	18.6	23:51:29
380.0%	76000	-321025.2104504416	300.26209785358384	18.6	23:51:20
385.0%	77000	-322668.8336485154	298.6331819225716	18.6	23:51:11
390.0%	78000	-322649.16763607855	299.51698746741675	18.6	23:51:01
395.0%	79000	-321286.19827403896	298.27570847471594	18.6	23:50:52
400.0%	80000	-321313.5499717528	299.41323741404204	18.6	23:50:43
405.0%	81000	-322038.344080959	301.50520227698894	18.6	23:50:34
410.0%	82000	-322052.06666029943	294.9392088266353	18.6	23:50:24
415.0%	83000	-321830.7621529966	299.9378539976626	18.6	23:50:15
420.0%	84000	-321190.4516286361	301.1141417254288	18.6	23:50:06
425.0%	85000	-321697.4604639113	301.10619995517186	18.6	23:49:57
430.0%	86000	-322155.96282593394	300.00152948051607	18.6	23:49:47
435.0%	87000	-320860.7408633812	300.3371603944687	18.6	23:49:38
440.0%	88000	-321406.86919103283	296.24246720209663	18.6	23:49:29
445.0%	89000	-320833.51728865295	298.986967275078	18.6	23:49:19
450.0%	90000	-321350.01132439217	300.44006655763224	18.6	23:49:10
455.0%	91000	-321226.70141869504	297.7417288516253	18.6	23:49:01
460.0%	92000	-321161.4669338756	301.74024514154985	18.6	23:48:51
465.0%	93000	-320880.9435241795	305.2062615305833	18.6	23:48:42
470.0%	94000	-323075.62380726077	301.8384712106265	18.6	23:48:32
475.0%	95000	-320258.1726438741	298.9695738227285	18.6	23:48:23
480.0%	96000	-320887.41998146474	297.06225387431004	18.6	23:48:14
485.0%	97000	-321461.51998435427	300.2881041054449	18.6	23:48:04
490.0%	98000	-321250.93342959415	303.0095341294027	18.6	23:47:55
495.0%	99000	-320363.79891372565	299.9253350339214	18.6	23:47:46
500.0%	100000	-321388.9475299325	301.2699658290065	18.6	23:47:37
505.0%	101000	-321397.9802451907	299.92962769299226	18.6	23:47:27
510.0%	102000	-321201.58978754934	302.88009402671116	18.6	23:47:18
515.0%	103000	-321225.5091863449	300.9821140538809	18.6	23:47:09
520.0%	104000	-320834.3715720377	302.03871865182236	18.6	23:46:59
525.0%	105000	-320574.79919160483	301.98728344938615	18.6	23:46:50
530.0%	106000	-321116.0381950862	302.5694476810952	18.6	23:46:41
535.0%	107000	-321964.8653151165	298.5910590884258	18.6	23:46:32
540.0%	108000	-321460.8648028702	301.0418882102665	18.6	23:46:23
545.0%	109000	-321249.36308196164	300.3673952960287	18.6	23:46:14
550.0%	110000	-321389.2093289874	298.74093197425316	18.6	23:46:04
555.0%	111000	-321885.4787400875	300.74010235725297	18.6	23:45:55
560.0%	112000	-322135.32352895965	300.4978914129636	18.6	23:45:46
565.0%	113000	-322125.2397244456	297.4530897442191	18.6	23:45:36
570.0%	114000	-320578.56827659975	300.3350708708672	18.6	23:45:27
575.0%	115000	-320947.731103366	300.91634750122586	18.6	23:45:18
580.0%	116000	-321012.9247834948	298.8065110775709	18.6	23:45:08
585.0%	117000	-322448.6301137917	299.10163714435515	18.6	23:44:59
590.0%	118000	-321762.1604268474	298.39510670338285	18.6	23:44:50
595.0%	119000	-321922.1356861368	296.9128516551273	18.6	23:44:40
600.0%	120000	-321541.4456012922	296.57682819616826	18.6	23:44:31
605.0%	121000	-321513.46500178566	301.0533352319191	18.6	23:44:22
610.0%	122000	-320388.12226091744	297.88091163407717	18.6	23:44:12
615.0%	123000	-321607.2421005091	298.7444975172211	18.6	23:44:03
620.0%	124000	-321943.0394007396	299.72485485330793	18.6	23:43:54
625.0%	125000	-321426.9494273714	298.34761711976415	18.6	23:43:45
630.0%	126000	-321170.78347958904	298.1997073265805	18.6	23:43:36
635.0%	127000	-322424.8042150112	303.1052739452862	18.6	23:43:26
640.0%	128000	-321988.22163852514	297.5952952219669	18.6	23:43:17
645.0%	129000	-322682.0905362172	299.3821053445106	18.6	23:43:08
650.0%	130000	-321437.0091438105	298.55701016339845	18.6	23:42:58
655.0%	131000	-320682.74724751385	299.0841631741884	18.6	23:42:49
660.0%	132000	-320556.1627657227	301.919855190715	18.6	23:42:40
665.0%	133000	-320352.2153148947	301.8990934784119	18.6	23:42:30
670.0%	134000	-321513.2945053086	299.9343137968661	18.6	23:42:21
675.0%	135000	-322061.74966255995	302.1167514204853	18.6	23:42:12
680.0%	136000	-321512.468358177	297.7169744034252	18.6	23:42:03
685.0%	137000	-323012.08908009203	300.8699696302557	18.6	23:41:54
690.0%	138000	-322248.23795098066	303.1737222441008	18.6	23:41:45
695.0%	139000	-321407.63894009986	303.64241051409795	18.6	23:41:36
700.0%	140000	-321622.96468083654	298.3591670791632	18.6	23:41:27
705.0%	141000	-321803.18455302855	300.0058193768599	18.6	23:41:17
710.0%	142000	-321021.2981345183	301.85700948463045	18.6	23:41:08
715.0%	143000	-321009.1807866418	300.72286188218766	18.6	23:40:59
720.0%	144000	-321899.83120650775	302.1608892109973	18.6	23:40:49
725.0%	145000	-321072.2033440168	300.48999899751317	18.6	23:40:40
730.0%	146000	-321316.5932191871	299.30448326129425	18.6	23:40:31
735.0%	147000	-321725.15490915254	301.05918049776596	18.6	23:40:22
740.0%	148000	-321647.5581935067	297.4659256483662	18.6	23:40:12
745.0%	149000	-321719.5260985021	301.3049122340773	18.6	23:40:03
750.0%	150000	-321342.45167602017	302.9497525731169	18.6	23:39:54
755.0%	151000	-321007.06104416517	298.66874592053574	18.6	23:39:44
760.0%	152000	-322308.86751219514	301.4397623796097	18.6	23:39:35
765.0%	153000	-321275.17517653457	302.57509146844666	18.6	23:39:26
770.0%	154000	-321519.79760608193	300.4418327868647	18.6	23:39:17
775.0%	155000	-321880.0974381645	300.56247968965675	18.6	23:39:08
780.0%	156000	-320673.17501412355	300.6088648117589	18.6	23:38:59
785.0%	157000	-321293.65298536606	299.5742812852334	18.6	23:38:50
790.0%	158000	-322176.0715618823	299.8268912637193	18.6	23:38:41
795.0%	159000	-321212.7224383401	299.94604109582775	18.6	23:38:32
800.0%	160000	-321671.6249001683	300.70863203804066	18.6	23:38:22
805.0%	161000	-321834.8891161701	301.52832089969206	18.6	23:38:13
810.0%	162000	-321007.65667467634	297.7019350043917	18.6	23:38:04
815.0%	163000	-321501.75691620004	303.7364534934024	18.6	23:37:54
820.0%	164000	-321559.49195632315	302.12652671825805	18.6	23:37:45
825.0%	165000	-321712.483353165	299.9108758595288	18.6	23:37:36
830.0%	166000	-321683.9396555796	300.6130813947632	18.6	23:37:26
835.0%	167000	-320650.0047672165	299.83153600949237	18.6	23:37:17
840.0%	168000	-320827.03078634595	301.3581372528721	18.6	23:37:08
845.0%	169000	-322024.84700154886	297.11766989078336	18.6	23:36:59
850.0%	170000	-320939.9052114191	297.2492151023736	18.6	23:36:49
855.0%	171000	-321173.3963578481	299.09991247111077	18.6	23:36:40
860.0%	172000	-322191.55211385735	295.89694898718096	18.6	23:36:31
865.0%	173000	-322408.37155267317	300.8299815365794	18.6	23:36:22
870.0%	174000	-321723.11410218873	299.92380963580456	18.6	23:36:13
875.0%	175000	-321511.5791115232	302.61073072573276	18.6	23:36:03
880.0%	176000	-321693.251601706	298.44863424464245	18.6	23:35:54
885.0%	177000	-320906.06038392195	301.826519438577	18.6	23:35:45
890.0%	178000	-322361.08471884904	299.5498795627403	18.6	23:35:36
895.0%	179000	-322291.68291471153	297.39837355357264	18.6	23:35:27
900.0%	180000	-322216.835896814	301.17775443656586	18.6	23:35:17
905.0%	181000	-320874.4523132746	297.980332273772	18.6	23:35:08
910.0%	182000	-321472.24055667827	300.6337967698553	18.6	23:34:58
915.0%	183000	-320101.02339453506	300.1574574405903	18.6	23:34:49
920.0%	184000	-321152.8111492307	299.9045151921269	18.6	23:34:40
925.0%	185000	-321453.1308220315	300.97864738427086	18.6	23:34:31
930.0%	186000	-321590.2040493747	300.4245598246958	18.6	23:34:21
935.0%	187000	-321149.66657826374	298.9099389947067	18.6	23:34:12
940.0%	188000	-321257.0528896083	300.5230636865845	18.6	23:34:03
945.0%	189000	-323458.36700497195	303.46172474701586	18.6	23:33:53
950.0%	190000	-321639.41898726765	298.36984691446855	18.6	23:33:44
955.0%	191000	-322080.5993424782	299.99201067330876	18.6	23:33:35
960.0%	192000	-320945.25641786563	296.07941093837655	18.6	23:33:26
965.0%	193000	-320970.09976526117	303.75396412068733	18.6	23:33:16
970.0%	194000	-320911.29289951245	299.62681218578996	18.6	23:33:07
975.0%	195000	-321531.19243023684	301.7848429189822	18.6	23:32:57
980.0%	196000	-320595.40538674756	302.18219843702144	18.6	23:32:48
985.0%	197000	-322197.5089748199	299.6650633784643	18.6	23:32:39
990.0%	198000	-321548.9926326433	299.43685512374253	18.6	23:32:30
995.0%	199000	-321585.30206232565	301.71192559713995	18.6	23:32:20
1000.0%	200000	-321876.9404775908	298.58958127497476	18.6	23:32:11
1005.0%	201000	-322341.14933202113	300.4161497622768	18.6	23:32:01
1010.0%	202000	-322342.78272292344	299.10845399590795	18.6	23:31:52
1015.0%	203000	-321747.0873722164	301.7444838762144	18.6	23:31:43
1020.0%	204000	-321095.0383345913	297.1962518481787	18.6	23:31:34
1025.0%	205000	-322075.4902358623	299.6616655507794	18.6	23:31:25
1030.0%	206000	-322090.92937479285	301.0637734888415	18.6	23:31:16
1035.0%	207000	-321547.16626897943	299.63877482736933	18.6	23:31:07
1040.0%	208000	-321694.51208259445	298.10950475964967	18.6	23:30:57
1045.0%	209000	-320859.79777655145	301.0879425615716	18.6	23:30:47
1050.0%	210000	-320222.3361293827	300.5632886950611	18.6	23:30:38
1055.0%	211000	-321535.9416094404	303.7292197587161	18.6	23:30:29
1060.0%	212000	-322141.07980713993	301.8775474001374	18.6	23:30:20
1065.0%	213000	-321255.05188945285	298.6782386602298	18.6	23:30:11
1070.0%	214000	-320931.2386033812	304.3612554793325	18.6	23:30:01
1075.0%	215000	-320664.8028936845	300.32023105196816	18.6	23:29:52
1080.0%	216000	-320737.02851737104	300.11678732992965	18.6	23:29:43
1085.0%	217000	-321546.5688737561	301.2338318173256	18.6	23:29:33
1090.0%	218000	-321231.4807098061	298.04803404656525	18.6	23:29:24
1095.0%	219000	-320925.0703675952	302.5681017837046	18.6	23:29:15
1100.0%	220000	-321336.7191102137	297.7896851921122	18.6	23:29:06
1105.0%	221000	-320803.65533477184	301.45404470706876	18.6	23:28:57
1110.0%	222000	-321805.09951396217	298.57493391316655	18.6	23:28:48
1115.0%	223000	-321653.9700457251	302.17179641484887	18.6	23:28:38
1120.0%	224000	-320980.73322386714	301.6281123909344	18.6	23:28:29
1125.0%	225000	-321197.50902316696	299.0588761350707	18.6	23:28:20
1130.0%	226000	-320552.79402052006	301.57659606053426	18.6	23:28:10
1135.0%	227000	-321115.3611670162	298.61782315330413	18.6	23:28:01
1140.0%	228000	-321685.8851067736	300.0033279090666	18.6	23:27:52
1145.0%	229000	-321056.65859160013	301.88352159216527	18.6	23:27:42
1150.0%	230000	-322820.2044833696	299.02238168534143	18.6	23:27:33
1155.0%	231000	-322565.949783192	299.18220346950244	18.6	23:27:24
1160.0%	232000	-321969.8776383989	298.6070416684334	18.6	23:27:15
1165.0%	233000	-321961.28957094625	298.64599038603905	18.6	23:27:06
1170.0%	234000	-322120.118365637	298.2949953770871	18.6	23:26:57
1175.0%	235000	-322790.4239754365	297.94519023027016	18.6	23:26:47
1180.0%	236000	-322241.32169084135	299.24296328906047	18.6	23:26:38
1185.0%	237000	-322008.2178131626	300.04348762007845	18.6	23:26:29
1190.0%	238000	-322124.004834014	299.7581199791661	18.6	23:26:19
1195.0%	239000	-321265.58106047707	302.25782408675127	18.6	23:26:10
1200.0%	240000	-320793.4270361869	301.49361462264864	18.6	23:26:01
1205.0%	241000	-320872.5433801885	298.704796339876	18.6	23:25:51
1210.0%	242000	-321650.2327349286	300.04576324962187	18.6	23:25:42
1215.0%	243000	-321052.2923666686	300.61493524080885	18.6	23:25:33
1220.0%	244000	-321420.39642330026	300.5723883049207	18.6	23:25:24
1225.0%	245000	-321322.88151837885	298.0870277609868	18.6	23:25:15
1230.0%	246000	-322117.3135454606	300.3108883193585	18.6	23:25:06
1235.0%	247000	-321882.67858227575	299.25481666703473	18.6	23:24:56
1240.0%	248000	-321211.3778032141	300.13331729296243	18.6	23:24:47
1245.0%	249000	-321005.64742124267	301.1344804257739	18.6	23:24:38
1250.0%	250000	-322160.31848800275	298.1952898610448	18.6	23:24:28
1255.0%	251000	-322300.6599829281	299.24215613309366	18.6	23:24:19
1260.0%	252000	-322236.4876991601	300.59289536826225	18.6	23:24:10
1265.0%	253000	-321739.8513633339	297.5880395874076	18.6	23:24:00
1270.0%	254000	-321382.91466911184	299.74676167677336	18.6	23:23:51
1275.0%	255000	-320907.81113866926	300.76300247841925	18.6	23:23:42
1280.0%	256000	-320856.5528316188	299.2577739296294	18.6	23:23:32
1285.0%	257000	-321016.0796088057	300.17382817858413	18.6	23:23:23
1290.0%	258000	-321978.78858764144	298.50012314427755	18.6	23:23:14
1295.0%	259000	-321477.6306201669	299.4153520703154	18.6	23:23:05
1300.0%	260000	-321169.868595429	298.3681856117029	18.6	23:22:56
1305.0%	261000	-321556.42532417784	298.85066481934643	18.6	23:22:47
1310.0%	262000	-321837.88913086965	302.79830492300135	18.6	23:22:37
1315.0%	263000	-320303.54086989746	302.1500986935697	18.6	23:22:28
1320.0%	264000	-322254.3343152304	300.13485517358686	18.6	23:22:19
1325.0%	265000	-321801.99643766857	296.45373225145977	18.6	23:22:10
1330.0%	266000	-322065.03148071235	299.08350553343547	18.6	23:22:01
1335.0%	267000	-322355.55467741424	299.0947290165444	18.6	23:21:51
1340.0%	268000	-320600.53611786454	297.36317315574604	18.6	23:21:42
1345.0%	269000	-321810.17696281825	299.4601582827041	18.6	23:21:33
1350.0%	270000	-321118.003693806	301.7747008073005	18.6	23:21:23
1355.0%	271000	-321227.12184453756	301.1554678229642	18.6	23:21:14
1360.0%	272000	-322331.4420148174	301.46095088010225	18.6	23:21:05
1365.0%	273000	-322847.65080757136	298.55127084364057	18.6	23:20:55
1370.0%	274000	-321501.4576923626	300.51484748607663	18.6	23:20:46
1375.0%	275000	-321601.079120846	296.39763293379707	18.6	23:20:37
1380.0%	276000	-322648.69348097313	300.7612336368966	18.6	23:20:28
1385.0%	277000	-322594.9118933142	299.4379853950272	18.6	23:20:18
1390.0%	278000	-321983.1057986785	302.5087076157218	18.6	23:20:09
1395.0%	279000	-321527.80825510086	296.3615493613767	18.6	23:20:00
1400.0%	280000	-320769.91274370253	300.83615007715645	18.6	23:19:50
1405.0%	281000	-321198.84132759226	300.7139326460274	18.6	23:19:41
1410.0%	282000	-322157.46651994716	302.316569503223	18.6	23:19:32
1415.0%	283000	-320888.3196979612	300.1656085681344	18.6	23:19:22
1420.0%	284000	-320863.77981095016	303.66164534558175	18.6	23:19:13
1425.0%	285000	-321737.7503292074	300.6273092315441	18.6	23:19:04
1430.0%	286000	-321490.2253473697	301.23950086435525	18.6	23:18:55
1435.0%	287000	-321021.2339129024	299.3970102777512	18.6	23:18:45
1440.0%	288000	-321343.96519728005	300.07319322640365	18.6	23:18:36
1445.0%	289000	-321109.8435444636	300.34326968403127	18.6	23:18:27
1450.0%	290000	-321738.51040434465	299.4154583731796	18.6	23:18:17
1455.0%	291000	-321095.1730066552	298.6897904714877	18.6	23:18:08
1460.0%	292000	-320435.8868894379	299.14831215378524	18.6	23:17:59
1465.0%	293000	-321469.4584864646	301.1984581248625	18.6	23:17:49
1470.0%	294000	-321215.3887187438	298.580227619349	18.6	23:17:40
1475.0%	295000	-322423.2524146491	300.3795952129847	18.6	23:17:31
1480.0%	296000	-321835.1913944313	299.6959642199472	18.6	23:17:22
1485.0%	297000	-321914.1407795376	299.28938106732454	18.6	23:17:13
1490.0%	298000	-322005.20062048617	300.883343480465	18.6	23:17:03
1495.0%	299000	-321628.30953156203	300.0456703165023	18.6	23:16:54
1500.0%	300000	-320454.35551364813	298.35816644915127	18.6	23:16:45
1505.0%	301000	-321141.6884284746	300.42515499235185	18.6	23:16:35
1510.0%	302000	-321637.2057002401	296.90275228348605	18.6	23:16:26
1515.0%	303000	-321910.68930775835	303.01954830961364	18.6	23:16:17
1520.0%	304000	-320965.70149936876	298.26753758114086	18.6	23:16:07
1525.0%	305000	-321837.84519843827	301.17697289041286	18.6	23:15:58
1530.0%	306000	-320762.72668190696	301.0918694762037	18.6	23:15:49
1535.0%	307000	-320722.2400578179	301.20491472533644	18.6	23:15:39
1540.0%	308000	-321148.62245098455	303.80488030434054	18.6	23:15:30
1545.0%	309000	-322225.4093324435	299.96868186061386	18.6	23:15:21
1550.0%	310000	-321884.68941408047	299.81666530994613	18.6	23:15:12
1555.0%	311000	-321706.0142012688	299.62347207000994	18.6	23:15:03
1560.0%	312000	-321819.7413177937	299.6028591324992	18.6	23:14:53
1565.0%	313000	-322606.60115662427	299.8337852130156	18.6	23:14:44
1570.0%	314000	-320900.9604489072	297.7918367590948	18.6	23:14:35
1575.0%	315000	-321504.55029742024	300.3386089343969	18.6	23:14:26
1580.0%	316000	-322004.8897131514	300.73028258923455	18.6	23:14:16
1585.0%	317000	-320911.64696339564	301.5978317612806	18.6	23:14:07
1590.0%	318000	-320642.49753319286	300.61516642683114	18.6	23:13:58
1595.0%	319000	-320853.89325571153	299.7124983787776	18.6	23:13:48
1600.0%	320000	-321806.9845066876	303.16028800678527	18.6	23:13:39
1605.0%	321000	-321997.1772501874	300.68703338160714	18.6	23:13:30
1610.0%	322000	-321477.77693116665	298.39910396486187	18.6	23:13:21
1615.0%	323000	-321204.78595778416	296.3242205534012	18.6	23:13:12
1620.0%	324000	-321744.3506955411	300.4724775171853	18.6	23:13:03
1625.0%	325000	-321408.733081711	298.20001435242983	18.6	23:12:53
1630.0%	326000	-320857.25403379137	300.84901308735266	18.6	23:12:44
1635.0%	327000	-320363.33036636375	301.42096969709365	18.6	23:12:35
1640.0%	328000	-319850.5027403929	302.08825413304316	18.6	23:12:25
1645.0%	329000	-321302.95199379744	297.93157162082275	18.6	23:12:16
1650.0%	330000	-321776.92571972124	297.58767802017695	18.6	23:12:07
1655.0%	331000	-320717.2409886997	301.3376485545352	18.6	23:11:58
1660.0%	332000	-321766.3717783517	297.73674392579136	18.6	23:11:48
1665.0%	333000	-321813.18702035514	298.3511619953835	18.6	23:11:39
1670.0%	334000	-321253.7421410652	302.0070478405243	18.6	23:11:30
1675.0%	335000	-321988.95272733853	302.0611860711958	18.6	23:11:21
1680.0%	336000	-320663.6899403923	299.4038348573275	18.6	23:11:12
1685.0%	337000	-321131.77330972	299.48416193773875	18.6	23:11:02
1690.0%	338000	-320738.50217425916	298.4202541168519	18.6	23:10:53
1695.0%	339000	-320838.96098343306	300.1431735854546	18.6	23:10:44
1700.0%	340000	-320969.3970217011	300.68801181799034	18.6	23:10:35
1705.0%	341000	-321188.39092664747	298.1723092991882	18.6	23:10:26
1710.0%	342000	-321224.7999434497	297.97431885312034	18.6	23:10:17
1715.0%	343000	-320363.31482417183	302.2033264447223	18.6	23:10:07
1720.0%	344000	-321852.4229643033	298.05394352581885	18.6	23:09:58
1725.0%	345000	-320958.19822179805	299.78677583682537	18.6	23:09:49
1730.0%	346000	-321769.88924567704	299.6689181925795	18.6	23:09:39
1735.0%	347000	-321623.9130625655	300.3714036291415	18.6	23:09:30
1740.0%	348000	-320878.9765820408	296.7929309377664	18.6	23:09:21
1745.0%	349000	-321760.21633026074	296.6084730264889	18.6	23:09:12
1750.0%	350000	-321779.5200623297	302.31819732553106	18.6	23:09:02
1755.0%	351000	-320726.9950304909	302.5430676346131	18.6	23:08:53
1760.0%	352000	-320473.2252636077	302.7436779280889	18.6	23:08:44
1765.0%	353000	-321527.4323522621	301.9110898182335	18.6	23:08:34
1770.0%	354000	-321898.7141923292	302.71469043916164	18.6	23:08:25
1775.0%	355000	-321808.5988943195	300.1750419394196	18.6	23:08:16
1780.0%	356000	-321236.0805201372	299.5540601465416	18.6	23:08:06
1785.0%	357000	-321526.83837889857	299.50922571094225	18.6	23:07:57
1790.0%	358000	-321445.25597927324	296.0936060352485	18.6	23:07:48
1795.0%	359000	-321652.2584736452	301.61700723878977	18.6	23:07:38
1800.0%	360000	-322504.3287800362	298.035405816181	18.6	23:07:29
1805.0%	361000	-321610.65902847704	303.4576659083473	18.6	23:07:20
1810.0%	362000	-321334.5878741951	301.0344953138021	18.6	23:07:11
1815.0%	363000	-320898.7686279181	303.9343593868072	18.6	23:07:01
1820.0%	364000	-321727.0646799926	299.7277124149857	18.6	23:06:52
1825.0%	365000	-322760.4798925419	299.75846787808626	18.6	23:06:43
1830.0%	366000	-321764.25218597683	296.8216603326752	18.6	23:06:34
1835.0%	367000	-321213.77811153606	298.8321922814835	18.6	23:06:24
1840.0%	368000	-322122.5471072127	301.75477895211725	18.6	23:06:15
1845.0%	369000	-322621.6352696202	302.09561496151525	18.6	23:06:05
1850.0%	370000	-322846.3423126503	298.3495589402858	18.6	23:05:56
1855.0%	371000	-321655.213759369	294.9909928039821	18.6	23:05:47
1860.0%	372000	-321165.25838395534	301.39808254443807	18.6	23:05:38
1865.0%	373000	-322220.0535474897	301.471221961424	18.6	23:05:29
1870.0%	374000	-322170.75216861605	298.19747840637586	18.6	23:05:19
1875.0%	375000	-321237.4962587778	302.60864822306945	18.6	23:05:10
1880.0%	376000	-321651.48801545845	303.70053207776624	18.6	23:05:01
1885.0%	377000	-321527.02932197927	301.5872277259129	18.6	23:04:52
1890.0%	378000	-322168.3453520478	300.0479838963364	18.6	23:04:42
1895.0%	379000	-321982.0783086105	300.4667091813646	18.6	23:04:33
1900.0%	380000	-321370.34762577224	302.4298787744347	18.6	23:04:24
1905.0%	381000	-322190.80522759026	299.34061924932354	18.6	23:04:14
1910.0%	382000	-322689.9230850616	298.8835498448667	18.6	23:04:05
1915.0%	383000	-321952.8985558613	296.94537747381736	18.6	23:03:56
1920.0%	384000	-321547.65710857	299.20939170448656	18.6	23:03:47
1925.0%	385000	-321974.6071747248	303.26250343744124	18.6	23:03:37
1930.0%	386000	-321443.2737114432	301.75337780585807	18.6	23:03:28
1935.0%	387000	-321943.7499356833	298.32822410699134	18.6	23:03:19
1940.0%	388000	-320676.288726188	298.690750237377	18.6	23:03:09
1945.0%	389000	-320605.23922725813	301.4076705696123	18.6	23:03:00
1950.0%	390000	-321791.4199968893	299.6772384395678	18.6	23:02:51
1955.0%	391000	-321234.32122826995	300.6799180409223	18.6	23:02:41
1960.0%	392000	-321144.7586594592	300.70157140308106	18.6	23:02:32
1965.0%	393000	-320493.41751286644	299.8489292915241	18.6	23:02:23
