#! FIELDS tic_0 file.free der_tic_0
#! SET min_tic_0 -1.37417
#! SET max_tic_0 7.80392
#! SET nbins_tic_0  261
#! SET periodic_tic_0 false
   -1.374170000   26.063206054   -0.086881617
   -1.338869654   26.056675599   -0.311441655
   -1.303569308   26.035506825   -0.969727821
   -1.268268962   25.975728779   -2.623677510
   -1.232968615   25.826072544   -6.256516176
   -1.197668269   25.494341709  -13.183952911
   -1.162367923   24.840708810  -24.653152352
   -1.127067577   23.694951960  -40.992921749
   -1.091767231   21.904913843  -60.736239377
   -1.056466885   19.407071196  -80.354202585
   -1.021166538   16.289147799  -95.048816229
   -0.985866192   12.805627559 -100.495500539
   -0.950565846    9.326748515  -94.701387395
   -0.915265500    6.237426042  -78.920591712
   -0.879965154    3.823091895  -57.304853963
   -0.844664808    2.195783805  -35.222422915
   -0.809364462    1.286681345  -17.213350591
   -0.774064115    0.903964472   -5.545107787
   -0.738763769    0.821491151   -0.019138717
   -0.703463423    0.848563992    0.995029056
   -0.668163077    0.860328618   -0.591730167
   -0.632862731    0.794040352   -3.193247149
   -0.597562385    0.637768390   -5.532547819
   -0.562262038    0.421188330   -6.522709586
   -0.526961692    0.202994241   -5.571086135
   -0.491661346    0.049583401   -3.030922286
   -0.456361000    0.000000000    0.111925597
   -0.421060654    0.053780746    2.686037927
   -0.385760308    0.178553059    4.098654102
   -0.350459962    0.334614490    4.517159623
   -0.315159615    0.494548371    4.392704755
   -0.279859269    0.643834251    3.902785111
   -0.244558923    0.766291977    2.819415144
   -0.209258577    0.836920843    0.989077624
   -0.173958231    0.832958734   -1.303584592
   -0.138657885    0.752776987   -3.177523035
   -0.103357538    0.628079123   -3.684874794
   -0.068057192    0.514738178   -2.625387005
   -0.032756846    0.460105951   -0.472046996
    0.002543500    0.485747712    1.772715127
    0.037843846    0.577405235    3.118589334
    0.073144192    0.692754613    3.098234961
    0.108444538    0.783872748    1.836507327
    0.143744885    0.822445024    0.358381891
    0.179045231    0.827351959    0.175784910
    0.214345577    0.867253057    2.425272779
    0.249645923    1.026394377    6.703723799
    0.284946269    1.344426713   11.014072382
    0.320246615    1.779112305   12.976546108
    0.355546962    2.224805469   11.730764992
    0.390847308    2.586414726    8.517247642
    0.426147654    2.836002716    5.788565400
    0.461448000    3.024828123    5.241571530
    0.496748346    3.232979341    6.701509835
    0.532048692    3.504955882    8.515540422
    0.567349038    3.817731725    8.740098541
    0.602649385    4.096232029    6.625437357
    0.637949731    4.270399083    3.082061176
    0.673250077    4.328181501    0.388050500
    0.708550423    4.335377779    0.461138288
    0.743850769    4.396414809    3.272483757
    0.779151115    4.576257463    6.674045907
    0.814451462    4.843106715    7.846491666
    0.849751808    5.089594863    5.417191658
    0.885052154    5.201967263    0.722217998
    0.920352500    5.150759214   -3.316101627
    0.955652846    5.009983252   -4.042771800
    0.990953192    4.915566944   -0.824946018
    1.026253538    4.982535340    4.709317842
    1.061553885    5.246341076    9.900957257
    1.096854231    5.654799458   12.681745330
    1.132154577    6.109064081   12.479504882
    1.167454923    6.514015608   10.096929983
    1.202755269    6.814873681    6.837169784
    1.238055615    7.004455849    4.009517589
    1.273355962    7.117795205    2.658791435
    1.308656308    7.221074788    3.519364123
    1.343956654    7.394892384    6.594777013
    1.379257000    7.703554079   10.875122361
    1.414557346    8.160656557   14.702341107
    1.449857692    8.719542517   16.443686198
    1.485158038    9.293997460   15.662129912
    1.520458385    9.807961983   13.275214204
    1.555758731   10.234144519   10.909700915
    1.591059077   10.595283690    9.742185493
    1.626359423   10.935443301    9.510289382
    1.661659769   11.269236207    9.243565777
    1.696960115   11.578179850    7.961628762
    1.732260462   11.823092874    5.763177265
    1.767560808   11.986749237    3.511355473
    1.802861154   12.087479756    2.392056435
    1.838161500   12.177681504    2.912195900
    1.873461846   12.313244286    4.903798990
    1.908762192   12.534034715    7.591824345
    1.944062538   12.849160584   10.140542238
    1.979362885   13.240233985   11.723463210
    2.014663231   13.662539427   11.858803986
    2.049963577   14.062090568   10.541326149
    2.085263923   14.399885436    8.503326274
    2.120564269   14.673718744    7.195245156
    2.155864615   14.932466578    7.791291749
    2.191164962   15.249483138   10.377609031
    2.226465308   15.678275468   13.899410170
    2.261765654   16.223261213   16.664738014
    2.297066000   16.833575101   17.502453328
    2.332366346   17.433686707   16.097935132
    2.367666692   17.952720559   13.053661588
    2.402967038   18.349842310    9.349255009
    2.438267385   18.617505049    5.847193702
    2.473567731   18.772219841    2.976681135
    2.508868077   18.838157551    0.878064958
    2.544168423   18.845686247   -0.329510469
    2.579468769   18.833049676   -0.186831513
    2.614769115   18.855166731    1.700672795
    2.650069462   18.972689310    5.091958039
    2.685369808   19.222763818    9.022460158
    2.720670154   19.601455557   12.178411828
    2.755970500   20.064844723   13.767116893
    2.791270846   20.555834868   13.811614988
