#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
10.3%	2055000	-30040.17260224934	301.88154239324354	114	7:33:20
10.3%	2060000	-30093.38039968544	300.43513659570135	114	7:33:13
10.3%	2065000	-30054.689133392327	301.7327969286333	114	7:33:07
10.3%	2070000	-30046.689317547192	298.6805043384272	114	7:33:00
10.4%	2075000	-30088.136365387036	302.32375447602124	114	7:32:53
10.4%	2080000	-30111.981696973176	286.9618030353017	114	7:32:46
10.4%	2085000	-29968.412988791446	294.4218224075737	114	7:32:38
10.4%	2090000	-30081.635103571607	316.5880333596935	114	7:32:32
10.5%	2095000	-30147.97369830348	298.04351229843866	114	7:32:26
10.5%	2100000	-30214.853780045465	296.7607075168253	114	7:32:19
10.5%	2105000	-30170.291022621095	285.16924798609466	114	7:32:13
10.6%	2110000	-30053.152089668903	299.41047431637304	114	7:32:05
10.6%	2115000	-30139.53680758481	300.93514049258425	114	7:31:59
10.6%	2120000	-29934.26955759668	294.3100919559001	114	7:31:51
10.6%	2125000	-30081.214351872768	298.4192571828207	114	7:31:43
10.7%	2130000	-30249.74866020793	301.91524659434754	114	7:31:35
10.7%	2135000	-30002.07368236099	294.0185747722741	114	7:31:27
10.7%	2140000	-29973.122828102	298.06851863860635	114	7:31:19
10.7%	2145000	-30206.133962305263	305.25271117718404	114	7:31:13
10.8%	2150000	-29909.959192001465	293.1849030960719	114	7:31:05
10.8%	2155000	-30404.00177294083	302.7476136004284	114	7:30:57
10.8%	2160000	-30005.416143229144	319.7930901240699	114	7:30:50
10.8%	2165000	-30060.207095735706	297.6282138220491	114	7:30:43
10.8%	2170000	-29941.93443038236	301.0494249308033	114	7:30:35
10.9%	2175000	-29753.845784739766	295.5124250694486	114	7:30:26
10.9%	2180000	-29769.260463609477	295.60546431470107	114	7:30:17
10.9%	2185000	-30133.981342366635	287.58908169142876	114	7:30:10
10.9%	2190000	-30196.221175247134	297.5698171472493	114	7:30:02
11.0%	2195000	-29830.263979675976	297.2080310544651	114	7:29:54
11.0%	2200000	-29868.99780968207	295.3520807661623	114	7:29:46
11.0%	2205000	-29969.151930984604	291.65273138811324	114	7:29:37
11.1%	2210000	-30217.781104207505	306.56914200069133	114	7:29:30
11.1%	2215000	-30050.133191968227	299.03138430779325	114	7:29:22
11.1%	2220000	-29850.450872845482	292.4338650057285	114	7:29:13
11.1%	2225000	-30057.037622083822	296.2535952664178	114	7:29:06
11.2%	2230000	-29990.410574087815	303.08165480938607	114	7:28:59
11.2%	2235000	-29942.320612791955	299.5600885925079	114	7:28:50
11.2%	2240000	-29898.079365932877	299.7867509677264	114	7:28:43
11.2%	2245000	-29928.97641215255	302.1792576008579	114	7:28:34
11.2%	2250000	-29912.87510059183	294.84343136538115	114	7:28:27
11.3%	2255000	-30214.41099790699	294.80902932103334	114	7:28:19
11.3%	2260000	-30101.12076003797	297.24168832299813	114	7:28:11
11.3%	2265000	-30184.661554871564	294.08869012974156	114	7:28:04
11.3%	2270000	-29979.272528238886	304.7710040656924	114	7:27:55
11.4%	2275000	-30387.961061093258	293.85540349838834	114	7:27:48
11.4%	2280000	-30121.281359968823	301.6822409446615	114	7:27:40
11.4%	2285000	-30015.81310244702	292.98108021510444	114	7:27:32
11.4%	2290000	-30185.404410365183	302.87902799754744	114	7:27:24
11.5%	2295000	-29775.430299941945	307.21029960166686	114	7:27:16
11.5%	2300000	-29935.69572063911	308.1982033426677	114	7:27:09
11.5%	2305000	-29998.72044740015	299.6061861706111	114	7:27:02
11.6%	2310000	-30165.09035615294	301.0685823812603	114	7:26:55
11.6%	2315000	-29838.590026263206	304.87923408147867	114	7:26:48
11.6%	2320000	-29966.874211877293	298.70300474388023	114	7:26:41
11.6%	2325000	-29942.367249951145	312.8223304881497	114	7:26:33
11.7%	2330000	-29814.30148373422	303.8093569316766	114	7:26:25
11.7%	2335000	-30044.858267021627	316.96056795184205	114	7:26:18
11.7%	2340000	-29822.354132603592	295.6383784518323	114	7:26:10
11.7%	2345000	-30039.70019723056	305.1625423237347	114	7:26:00
11.8%	2350000	-29752.600747661927	291.66571780860886	114	7:25:53
11.8%	2355000	-29971.181801732193	311.28820739243434	114	7:25:46
11.8%	2360000	-30259.79229475907	300.49268882146134	114	7:25:38
11.8%	2365000	-29900.263426246936	295.3344895941822	114	7:25:32
11.8%	2370000	-29849.53900118306	311.5079859183258	114	7:25:25
11.9%	2375000	-29898.192572896398	294.23055772757783	114	7:25:18
11.9%	2380000	-30160.786084716674	293.6551965925992	114	7:25:12
11.9%	2385000	-29914.16108795654	295.2312092530098	114	7:25:05
11.9%	2390000	-29930.99593649985	309.17398492822196	114	7:24:58
12.0%	2395000	-29948.672449224396	286.9183699219912	114	7:24:51
12.0%	2400000	-30068.314622889826	303.03084770292133	114	7:24:43
12.0%	2405000	-29957.681613676396	297.6522584920286	114	7:24:36
12.1%	2410000	-30132.9122069937	296.92041497910805	114	7:24:29
12.1%	2415000	-30144.899617108254	294.81705787564096	114	7:24:21
12.1%	2420000	-30058.62972180618	295.7214419443508	114	7:24:14
12.1%	2425000	-29868.966700791323	302.0297225707135	114	7:24:06
12.2%	2430000	-30193.708536988473	305.10919554397225	114	7:23:58
12.2%	2435000	-29856.82448659785	304.1147821949902	114	7:23:52
12.2%	2440000	-29911.548284677352	299.29934730843655	114	7:23:45
12.2%	2445000	-29891.783251657325	295.293457044095	114	7:23:38
12.2%	2450000	-30355.24441037263	301.09252515402227	114	7:23:32
12.3%	2455000	-30241.218648033246	292.94777331460364	114	7:23:25
12.3%	2460000	-29940.11534514354	309.0795705545438	114	7:23:19
12.3%	2465000	-29691.79853774706	316.87313747991925	114	7:23:12
12.3%	2470000	-29510.058833726158	304.3570406328597	114	7:23:04
12.4%	2475000	-30171.06963961688	293.41749393062446	114	7:22:58
12.4%	2480000	-29938.7714467053	296.71232724896515	114	7:22:50
12.4%	2485000	-29903.812375359325	307.74285730894104	114	7:22:42
12.4%	2490000	-30079.56603985635	302.319947598924	114	7:22:35
12.5%	2495000	-29839.84189808296	308.187176603148	114	7:22:27
12.5%	2500000	-30129.83990883929	302.88062029257213	114	7:22:20
12.5%	2505000	-30066.349050549266	296.5797768948238	114	7:22:13
12.6%	2510000	-29819.838076365442	297.9711236982052	114	7:22:05
12.6%	2515000	-29818.38142015721	310.6784613267681	114	7:21:58
12.6%	2520000	-30380.896704585437	292.47808919320744	114	7:21:50
12.6%	2525000	-30053.506454157032	298.6237206086602	114	7:21:42
12.7%	2530000	-30178.574359300197	292.69670842154056	114	7:21:36
12.7%	2535000	-29730.253000773664	301.9234444761933	114	7:21:28
12.7%	2540000	-30222.778346886073	289.298659077221	114	7:21:20
12.7%	2545000	-30259.133769083768	315.0710853392539	114	7:21:13
12.8%	2550000	-29842.281102073903	293.33122358107886	114	7:21:06
12.8%	2555000	-29937.925859771378	293.11820071881465	114	7:20:59
12.8%	2560000	-30178.859115685656	299.33677649227855	114	7:20:52
12.8%	2565000	-29759.016170786723	294.9877351096325	114	7:20:44
12.8%	2570000	-30243.997819491808	300.9512203263205	114	7:20:37
12.9%	2575000	-29962.54419074318	300.0308707196138	114	7:20:29
12.9%	2580000	-30366.447940598213	305.97027698848854	114	7:20:21
12.9%	2585000	-30092.367777816748	303.4409589898073	114	7:20:14
12.9%	2590000	-29949.568699448835	291.4204920590018	114	7:20:08
13.0%	2595000	-29934.934962709987	303.4487246644463	114	7:20:04
13.0%	2600000	-30029.503543463332	292.24238131129914	114	7:20:00
13.0%	2605000	-30351.948201134248	291.12310178408757	114	7:19:55
13.1%	2610000	-30203.987343230518	283.340100728257	114	7:19:51
13.1%	2615000	-29876.139146411908	303.0833342534679	114	7:19:47
13.1%	2620000	-30089.096074894653	293.73729870983135	114	7:19:43
13.1%	2625000	-29624.242682254902	300.2013107218194	114	7:19:39
13.2%	2630000	-29979.10912725993	292.87049393834434	114	7:19:35
13.2%	2635000	-30212.58443123306	306.5445300031904	114	7:19:31
13.2%	2640000	-30140.131596076302	293.62423028828016	114	7:19:27
13.2%	2645000	-30018.560624850594	289.2459347474012	114	7:19:22
13.2%	2650000	-29910.15278015402	297.8602179510749	114	7:19:18
13.3%	2655000	-30337.165272566897	304.67558672832445	114	7:19:14
13.3%	2660000	-29966.035087718046	299.7314459472836	114	7:19:09
13.3%	2665000	-29833.921171865135	303.2435527260934	114	7:19:06
13.3%	2670000	-30248.6670916421	304.39036239267085	114	7:19:02
13.4%	2675000	-30239.144948467118	298.4621630223107	114	7:18:58
13.4%	2680000	-30014.16423755957	304.41176710195634	114	7:18:55
13.4%	2685000	-30111.33207565974	298.092255748795	114	7:18:51
13.4%	2690000	-29681.587097732263	294.25196729845516	114	7:18:47
13.5%	2695000	-29963.03660455192	297.90404850602306	114	7:18:43
13.5%	2700000	-30086.26569439916	290.38117240905194	114	7:18:38
13.5%	2705000	-29599.183571148664	307.49721734982705	114	7:18:34
13.6%	2710000	-29983.39285269269	295.77233182428546	114	7:18:29
13.6%	2715000	-29647.969268191984	298.50177396588043	114	7:18:25
13.6%	2720000	-29784.88947901901	298.4310372295397	114	7:18:22
13.6%	2725000	-30092.845585527393	290.24295809206563	114	7:18:18
13.7%	2730000	-30085.083847547416	300.5711478165937	113	7:18:14
13.7%	2735000	-29751.798280032148	286.2843224958843	113	7:18:10
13.7%	2740000	-29877.71398714048	294.01296722406664	113	7:18:05
13.7%	2745000	-30105.688095251913	302.93034204652014	113	7:18:01
13.8%	2750000	-30178.515271690005	301.15738286613094	113	7:17:57
13.8%	2755000	-30100.938337219675	307.33098946069134	113	7:17:52
13.8%	2760000	-29591.748951966787	307.562147789443	113	7:17:48
13.8%	2765000	-30063.10491152978	307.0876060252704	113	7:17:44
13.8%	2770000	-30200.68589786641	297.02084441887956	113	7:17:39
13.9%	2775000	-30239.27466594579	291.04224465292083	113	7:17:35
13.9%	2780000	-30244.445220685855	312.9626249341246	113	7:17:31
13.9%	2785000	-29666.360529937956	291.52600821780055	113	7:17:26
13.9%	2790000	-29879.63637202917	292.46462443927857	113	7:17:23
14.0%	2795000	-29941.031218306598	306.49454367478427	113	7:17:18
14.0%	2800000	-30050.638078657736	288.24614122153133	113	7:17:14
14.0%	2805000	-29643.851294661144	311.29398656073124	113	7:17:10
14.1%	2810000	-29745.38503846011	300.21960766149255	113	7:17:05
14.1%	2815000	-30028.655551035656	291.7429049656525	113	7:17:01
14.1%	2820000	-29742.20796826444	293.9135561468159	113	7:16:56
14.1%	2825000	-29983.583923061757	295.46207719891254	113	7:16:50
14.2%	2830000	-29885.99926224313	309.6524529674009	113	7:16:43
14.2%	2835000	-29838.414193057135	291.1244119053133	113	7:16:37
14.2%	2840000	-30243.442412934062	291.03700650410144	113	7:16:32
14.2%	2845000	-29898.878437613224	296.56903362384656	113	7:16:28
14.2%	2850000	-29991.69143524117	303.09782686855146	113	7:16:23
14.3%	2855000	-29841.661954737705	290.596178536073	113	7:16:18
14.3%	2860000	-30044.61075622315	307.0833413382665	113	7:16:13
14.3%	2865000	-29936.745395224192	300.3496858751812	113	7:16:09
14.3%	2870000	-30044.877308432275	298.56258723267194	113	7:16:04
14.4%	2875000	-29863.495461583225	296.0929954196079	113	7:16:00
14.4%	2880000	-30013.628557561402	294.2365676384639	113	7:15:55
14.4%	2885000	-30032.232053585176	302.7213943056717	113	7:15:49
14.4%	2890000	-30039.752360642888	298.0733455435892	113	7:15:45
14.5%	2895000	-30068.855414349993	298.40848054199284	113	7:15:40
14.5%	2900000	-30209.849028045282	290.9239976893148	113	7:15:36
14.5%	2905000	-29757.03723963519	313.81558664247115	113	7:15:31
14.6%	2910000	-30132.634015526506	309.064152452014	113	7:15:26
14.6%	2915000	-29871.533763256215	299.84245115955616	113	7:15:21
14.6%	2920000	-29995.14054387831	293.07846914649207	113	7:15:17
14.6%	2925000	-29966.824054888013	300.62339988564463	113	7:15:13
14.7%	2930000	-29931.44603648252	294.13946061922144	113	7:15:08
14.7%	2935000	-29581.3955881765	294.6085074544778	113	7:15:04
14.7%	2940000	-29577.73142712415	300.76512408026724	113	7:14:59
14.7%	2945000	-30046.851216312818	294.48541413968627	113	7:14:55
14.8%	2950000	-29897.80493343415	301.2940580710451	113	7:14:51
14.8%	2955000	-29917.118869512982	296.48305509839844	113	7:14:47
14.8%	2960000	-30184.889523298596	304.8895204766465	113	7:14:43
14.8%	2965000	-29570.87913222643	299.7664394169049	113	7:14:38
14.8%	2970000	-30077.917755290866	287.1495752617856	113	7:14:33
14.9%	2975000	-29813.465300702956	306.34136233976454	113	7:14:29
14.9%	2980000	-30110.110676344484	293.31151248079885	113	7:14:24
14.9%	2985000	-30187.816454143787	295.46324650569886	113	7:14:20
14.9%	2990000	-30300.864528634847	296.0789476535867	113	7:14:17
15.0%	2995000	-29745.544131182163	305.8615678605472	113	7:14:12
15.0%	3000000	-29968.417422513885	306.786219730979	113	7:14:08
15.0%	3005000	-30041.39982687318	288.9192642835259	113	7:14:04
15.1%	3010000	-29723.410555574374	308.98147165162544	113	7:14:00
15.1%	3015000	-29864.90064938541	305.19725661786566	113	7:13:56
15.1%	3020000	-29982.729114855465	297.91698798331936	113	7:13:52
15.1%	3025000	-30101.86399289136	306.2535413705547	113	7:13:47
15.2%	3030000	-30157.43487806036	306.06497433465756	113	7:13:43
15.2%	3035000	-30151.850599331578	297.0840817107123	113	7:13:38
15.2%	3040000	-29903.046791902598	287.97085295902895	113	7:13:33
15.2%	3045000	-30011.512809008273	300.4780760288637	113	7:13:29
15.2%	3050000	-29726.0291562902	304.6648561404362	113	7:13:25
15.3%	3055000	-30056.144338376587	296.6199582405479	113	7:13:20
15.3%	3060000	-30010.3640555873	304.09237282935726	113	7:13:15
15.3%	3065000	-29837.094535851735	301.59397503394354	113	7:13:11
15.3%	3070000	-29979.77289388905	292.0359259452793	113	7:13:06
15.4%	3075000	-30219.84525958763	304.0670430852189	113	7:13:02
15.4%	3080000	-29983.531773994822	315.8704726507163	113	7:12:58
15.4%	3085000	-30055.863590276625	301.86843584624404	113	7:12:53
15.4%	3090000	-29691.044516737078	307.0811134543123	113	7:12:48
15.5%	3095000	-30074.469095823326	292.7606311588564	113	7:12:44
15.5%	3100000	-30192.88414919877	298.04095059514475	112	7:12:39
15.5%	3105000	-30115.722677391896	304.47242902539637	112	7:12:35
15.6%	3110000	-30184.290694038296	307.01029188668883	112	7:12:30
15.6%	3115000	-30049.128231270093	313.12925774995364	112	7:12:25
15.6%	3120000	-29871.195822734095	295.672292931767	112	7:12:21
15.6%	3125000	-30092.665719662735	295.2087615015398	112	7:12:17
15.7%	3130000	-29948.701675919612	306.01607155777725	112	7:12:12
15.7%	3135000	-29817.840071343147	311.5845361455726	112	7:12:08
15.7%	3140000	-29872.450909783132	291.96204681213794	112	7:12:03
15.7%	3145000	-30217.027200283017	297.41356645387407	112	7:11:59
15.8%	3150000	-29842.50126738631	302.65171569343914	112	7:11:55
15.8%	3155000	-29850.620259561576	309.1804220696978	112	7:11:50
15.8%	3160000	-30036.70422091015	306.02316546484	112	7:11:45
15.8%	3165000	-29728.768028228544	314.78834798675143	112	7:11:40
15.8%	3170000	-30121.86616815804	301.99084800901807	112	7:11:35
15.9%	3175000	-29958.14550074734	296.5071891511231	112	7:11:29
15.9%	3180000	-30038.99545984174	293.1976610902399	112	7:11:25
15.9%	3185000	-30149.440583715506	299.3188918721739	112	7:11:19
15.9%	3190000	-30241.85109051218	298.97482541785075	112	7:11:12
16.0%	3195000	-30079.77673208076	296.9416418489085	112	7:11:06
16.0%	3200000	-29885.38814085108	308.00628378962546	112	7:11:00
16.0%	3205000	-29861.98802604142	294.67049970010777	112	7:10:54
16.1%	3210000	-29702.144164983154	299.09846000351916	112	7:10:48
16.1%	3215000	-30010.644607966824	301.3530536284611	112	7:10:42
16.1%	3220000	-30024.21896761557	294.3511655339571	112	7:10:35
16.1%	3225000	-29943.1854771215	307.6251037655619	112	7:10:29
16.1%	3230000	-29747.41411871396	296.35504970642614	112	7:10:22
16.2%	3235000	-30326.400366975315	294.29230550944754	112	7:10:16
16.2%	3240000	-30153.775154193077	288.7344884299059	112	7:10:10
16.2%	3245000	-30036.3510335288	310.4357657226757	112	7:10:04
16.2%	3250000	-29948.36503515797	296.1136148404873	112	7:09:58
16.3%	3255000	-30056.91134742138	295.25149747326	112	7:09:53
16.3%	3260000	-30135.840035606903	304.7843079108533	112	7:09:48
16.3%	3265000	-30130.846646651422	309.5505241622826	112	7:09:42
16.4%	3270000	-29622.045907906955	291.93882651547676	112	7:09:36
16.4%	3275000	-29950.33157674159	300.3792730014797	112	7:09:31
16.4%	3280000	-30195.75794204118	316.8280418129429	112	7:09:25
16.4%	3285000	-29912.427130487427	294.62374734611944	112	7:09:18
16.4%	3290000	-30053.99627938724	296.01072793762216	112	7:09:13
16.5%	3295000	-29832.09256038844	303.87622297982114	112	7:09:06
16.5%	3300000	-30216.1309299609	299.1219941752201	112	7:09:00
16.5%	3305000	-30052.835990660707	294.7515134577607	112	7:08:54
16.6%	3310000	-29964.639314283006	292.40609446926766	112	7:08:48
16.6%	3315000	-30048.977531575918	301.7360650891035	112	7:08:42
16.6%	3320000	-30254.22938840327	307.27311674168874	112	7:08:36
16.6%	3325000	-30001.76901200175	292.91063985618746	112	7:08:31
16.6%	3330000	-29988.49959543938	297.4843836678867	112	7:08:25
16.7%	3335000	-29786.399193758145	298.1227865484211	112	7:08:20
16.7%	3340000	-30127.567861684103	305.8762053580366	112	7:08:15
16.7%	3345000	-30163.13874574189	303.28997571964356	112	7:08:09
16.8%	3350000	-30475.603435922007	298.9066039712434	112	7:08:04
16.8%	3355000	-30016.073804309533	289.0769450889403	112	7:07:59
16.8%	3360000	-30153.38676523781	298.753512066914	112	7:07:54
16.8%	3365000	-29844.4004394933	312.79084373607674	112	7:07:48
16.9%	3370000	-29860.5670543444	297.45851446591564	112	7:07:43
16.9%	3375000	-29659.368548157538	305.02788362600216	112	7:07:38
16.9%	3380000	-29898.002650936804	292.25293504860304	112	7:07:33
16.9%	3385000	-29616.724700987805	302.9418666003283	112	7:07:28
16.9%	3390000	-29865.98682272961	298.8917814295797	112	7:07:23
17.0%	3395000	-30170.171335154795	294.9669980355947	112	7:07:18
17.0%	3400000	-29751.20977046268	293.58605664062867	112	7:07:13
17.0%	3405000	-29981.03253927399	294.40240662013537	112	7:07:08
17.1%	3410000	-29998.203878780478	301.10705109861584	112	7:07:03
17.1%	3415000	-30326.081900702324	307.13413293011814	112	7:06:58
17.1%	3420000	-30038.372323516232	310.10618471507865	112	7:06:54
17.1%	3425000	-30048.658956009254	300.4462344840222	112	7:06:49
17.1%	3430000	-29707.79372813017	296.02508729290815	112	7:06:45
17.2%	3435000	-30148.116769829474	299.197887598486	112	7:06:40
17.2%	3440000	-29841.701192374487	298.3405636672416	112	7:06:36
17.2%	3445000	-30103.746131648804	305.9877117233425	112	7:06:32
17.2%	3450000	-30213.660215958167	300.29629918085004	112	7:06:27
17.3%	3455000	-29733.22433993194	295.46725968956787	112	7:06:22
17.3%	3460000	-30179.378244440042	299.06277829398863	112	7:06:17
17.3%	3465000	-29773.175491236063	310.2961504669349	112	7:06:12
17.4%	3470000	-30178.245805120736	307.0461241868048	112	7:06:07
17.4%	3475000	-29846.8537602594	295.38336731470264	112	7:06:01
17.4%	3480000	-30021.279828950966	291.2509515447722	112	7:05:56
17.4%	3485000	-29849.311635242397	288.9251293585268	112	7:05:50
17.4%	3490000	-30150.166118418012	293.22518177442447	112	7:05:46
17.5%	3495000	-30075.792934995232	299.9083118281334	112	7:05:41
17.5%	3500000	-29807.25477140202	285.3574784703417	112	7:05:36
17.5%	3505000	-30262.401479978143	304.6119661040612	112	7:05:30
17.6%	3510000	-30079.047758010245	299.25498176192866	112	7:05:25
17.6%	3515000	-30112.562533719465	297.16612387431974	112	7:05:20
17.6%	3520000	-30054.74021401946	299.4348333877796	112	7:05:15
17.6%	3525000	-29937.357868090185	294.95131012061466	112	7:05:09
17.6%	3530000	-29977.130721707566	300.4204757110675	112	7:05:04
17.7%	3535000	-29854.416070970183	294.56965829926145	112	7:04:58
17.7%	3540000	-29751.058277153526	303.4910883560994	112	7:04:51
17.7%	3545000	-30085.72768960928	298.1388785399874	112	7:04:45
17.8%	3550000	-30109.02559453284	304.90005312192807	112	7:04:39
17.8%	3555000	-29986.1874313991	289.63596905065475	112	7:04:33
17.8%	3560000	-29937.502612784912	289.3055815228319	112	7:04:26
17.8%	3565000	-30522.157811912155	297.8119251613896	112	7:04:20
17.9%	3570000	-30111.088497530087	304.88985436295087	112	7:04:13
17.9%	3575000	-29907.552527318418	295.60137310848233	112	7:04:07
17.9%	3580000	-29821.096792047843	289.3371648585032	112	7:04:00
17.9%	3585000	-30147.155098921212	299.5929822483145	112	7:03:54
17.9%	3590000	-29967.407951950707	304.1406000577479	112	7:03:46
18.0%	3595000	-29968.693454874418	302.1081083325448	112	7:03:40
18.0%	3600000	-30044.505583764898	298.95108642769685	112	7:03:33
18.0%	3605000	-30110.048187991546	295.92917454799596	112	7:03:26
18.1%	3610000	-30271.188588764315	305.95233095591857	112	7:03:20
18.1%	3615000	-30104.68728565643	301.2750034628236	111	7:03:13
18.1%	3620000	-30231.57830824834	302.808724034967	111	7:03:06
18.1%	3625000	-29636.647089882317	305.7407866802441	112	7:02:56
18.1%	3630000	-30046.246701534576	304.34304486073853	112	7:02:49
18.2%	3635000	-29682.296642020083	288.321469001992	112	7:02:39
18.2%	3640000	-30172.071663731564	306.4320812883137	112	7:02:32
18.2%	3645000	-29861.1183518997	303.95274991155776	112	7:02:24
18.2%	3650000	-30006.160756295867	289.65512328368305	112	7:02:16
18.3%	3655000	-29725.19304650626	294.20220221530553	112	7:02:09
18.3%	3660000	-29882.38471987596	303.4972318588027	112	7:02:01
18.3%	3665000	-29636.332555347035	293.4046856806506	112	7:01:53
18.4%	3670000	-29790.205236615933	295.00663119260446	112	7:01:46
18.4%	3675000	-29917.92726249242	298.72822555044365	112	7:01:39
18.4%	3680000	-29615.09199774402	300.1393637553167	111	7:01:32
18.4%	3685000	-29721.92461409443	290.34736640285684	111	7:01:25
18.4%	3690000	-29981.40529472145	291.76453722969063	111	7:01:18
18.5%	3695000	-30007.194955798564	310.7501968787467	111	7:01:10
18.5%	3700000	-29675.606230040838	295.84158282588555	111	7:01:03
18.5%	3705000	-30212.82249979183	295.71494266233043	111	7:00:55
18.6%	3710000	-29907.579082990822	308.4509338989227	111	7:00:47
18.6%	3715000	-29759.96639399763	304.2174185259655	111	7:00:39
18.6%	3720000	-30119.85655809476	303.800147314373	112	7:00:28
18.6%	3725000	-29967.523765605845	287.89069795582446	112	7:00:16
18.6%	3730000	-30215.486997322325	296.90640534876854	112	7:00:02
18.7%	3735000	-30023.677545431012	300.20662732353674	112	6:59:49
18.7%	3740000	-29819.070519256464	304.45378250935477	112	6:59:35
18.7%	3745000	-29697.080839125847	296.4434069281145	112	6:59:25
18.8%	3750000	-29947.683195488178	305.5929692872795	112	6:59:16
18.8%	3755000	-29851.175018935493	301.31487900748084	112	6:59:06
18.8%	3760000	-30058.34899834718	293.8567525760635	112	6:58:57
18.8%	3765000	-30014.75325166236	294.5657006989474	112	6:58:47
18.9%	3770000	-29870.131403361127	287.80368861637476	112	6:58:37
18.9%	3775000	-29961.549783723138	310.3438256359283	112	6:58:28
18.9%	3780000	-29845.254291546822	305.35220136181186	112	6:58:17
18.9%	3785000	-30155.635886381147	291.9135466890829	112	6:58:09
18.9%	3790000	-30112.43209616994	296.8839242597223	112	6:57:58
19.0%	3795000	-29607.0810972366	302.04261301123057	112	6:57:49
19.0%	3800000	-29785.060992177547	291.8902455460623	112	6:57:39
19.0%	3805000	-30170.782389472937	299.89238461472627	112	6:57:30
19.1%	3810000	-29940.199404097773	299.41996035853134	112	6:57:21
19.1%	3815000	-29970.032723162818	295.4906512900983	112	6:57:12
19.1%	3820000	-29901.15595139106	300.3211296736969	112	6:57:03
19.1%	3825000	-29834.497540976154	307.9142709985232	112	6:56:54
19.1%	3830000	-29993.972742684215	297.70656837932347	112	6:56:43
19.2%	3835000	-30020.806712129124	293.1913454229869	112	6:56:34
19.2%	3840000	-29853.1124617178	294.20368025642654	112	6:56:24
19.2%	3845000	-30409.25512754501	299.2716576093981	112	6:56:15
19.2%	3850000	-29953.990309739806	299.60868048516045	112	6:56:06
19.3%	3855000	-30073.299465843796	304.5284334652603	112	6:55:55
19.3%	3860000	-29954.70877987554	295.9346942639935	112	6:55:47
19.3%	3865000	-30158.441991105152	307.33699203738564	112	6:55:37
19.4%	3870000	-29965.09536594947	294.02291694539565	112	6:55:26
19.4%	3875000	-30214.268665650394	296.0609747950104	112	6:55:18
19.4%	3880000	-30131.22939688369	309.96681188931086	112	6:55:06
19.4%	3885000	-29955.991293734347	297.49068321151503	112	6:54:57
19.4%	3890000	-30281.307187607745	291.04183199080467	112	6:54:46
19.5%	3895000	-29771.986320502445	288.59922583882656	112	6:54:35
19.5%	3900000	-30110.118537667033	296.9061616591304	112	6:54:27
19.5%	3905000	-30080.525851586804	294.18309999051206	112	6:54:13
19.6%	3910000	-29978.164319551317	290.80246065395653	112	6:53:58
19.6%	3915000	-29930.641044476273	297.9912879427382	112	6:53:43
19.6%	3920000	-30126.651711933373	300.3629598180434	112	6:53:32
19.6%	3925000	-29987.61444676516	295.63708618860034	112	6:53:22
19.6%	3930000	-29855.099598264234	304.82156077896957	112	6:53:13
19.7%	3935000	-30237.151256815647	309.03708873201515	112	6:53:02
19.7%	3940000	-29967.317294455104	303.1085645508501	112	6:52:49
19.7%	3945000	-29960.037755714467	306.1007458306992	112	6:52:36
19.8%	3950000	-29964.19422539859	301.6298356482515	112	6:52:23
19.8%	3955000	-29934.767252359423	280.3153239937377	112	6:52:09
19.8%	3960000	-30129.08263704393	295.35981290730655	112	6:51:55
19.8%	3965000	-29907.05652094059	294.63396666117757	112	6:51:45
19.9%	3970000	-30015.825655413675	303.3705343119272	112	6:51:33
19.9%	3975000	-29855.147111923347	296.4517754772779	112	6:51:22
19.9%	3980000	-29958.480208536203	297.54679254364044	112	6:51:12
19.9%	3985000	-30065.72729939621	296.3891287375592	112	6:51:00
19.9%	3990000	-30002.276165071555	298.24671470690726	112	6:50:50
20.0%	3995000	-29892.862285490322	296.82774993266315	112	6:50:37
20.0%	4000000	-30158.80387270535	295.50606017043685	112	6:50:26
20.0%	4005000	-29998.80817102836	294.2264792760807	112	6:50:14
20.1%	4010000	-30079.460740325594	301.5627511753977	112	6:50:01
20.1%	4015000	-30092.92897194324	295.2840687156945	112	6:49:50
20.1%	4020000	-29963.337773884763	301.6920744713544	112	6:49:41
20.1%	4025000	-29987.62328608244	298.20459413585223	112	6:49:33
20.1%	4030000	-29852.003715298633	291.1365037039908	112	6:49:22
20.2%	4035000	-30202.576977429155	286.69574835306986	112	6:49:13
20.2%	4040000	-30132.625019327737	296.56872469479595	112	6:49:07
20.2%	4045000	-30049.692782213155	297.3650070447625	112	6:48:54
20.2%	4050000	-30017.376091619488	301.07036911391975	112	6:48:47
20.3%	4055000	-29725.48604667175	300.44124549476925	112	6:48:40
20.3%	4060000	-29936.028161200724	304.8490759545992	112	6:48:33
20.3%	4065000	-30026.853402592475	298.65938759630154	112	6:48:26
20.4%	4070000	-29969.02868051795	298.9086821663177	112	6:48:16
20.4%	4075000	-30138.66269018984	300.5169001240101	112	6:48:11
20.4%	4080000	-30198.875637607824	290.8043833556422	112	6:48:05
20.4%	4085000	-30042.759035546653	307.1319690914996	112	6:47:54
20.4%	4090000	-30088.640241085028	302.03000399257087	112	6:47:40
20.5%	4095000	-29780.342786895228	295.9761933389888	112	6:47:32
20.5%	4100000	-29829.662008746498	287.68085426842305	112	6:47:23
