#! FIELDS tic_0 file.free der_tic_0
#! SET min_tic_0 -1.37417
#! SET max_tic_0 7.80392
#! SET nbins_tic_0  261
#! SET periodic_tic_0 false
   -1.374170000   50.332501519   -0.545745171
   -1.338869654   50.294198702   -1.802262143
   -1.303569308   50.179737959   -5.148033331
   -1.268268962   49.877924066  -12.890944319
   -1.232968615   49.177220848  -28.343880229
   -1.197668269   47.745746020  -54.716288046
   -1.162367923   45.173891627  -92.692050460
   -1.127067577   41.115849165 -137.610441783
   -1.091767231   35.500323152 -178.746524353
   -1.056466885   28.698596532 -202.684510770
   -1.021166538   21.506558565 -199.981713858
   -0.985866192   14.893359056 -170.822905706
   -0.950565846    9.640296556 -125.150804474
   -0.915265500    6.083010641  -77.075227930
   -0.879965154    4.088140060  -38.032032517
   -0.844664808    3.227050664  -13.168482674
   -0.809364462    2.993054888   -2.114460099
   -0.774064115    2.951951516   -1.539432875
   -0.738763769    2.811917610   -6.974988328
   -0.703463423    2.441274397  -13.849792042
   -0.668163077    1.861730546  -18.277117362
   -0.632862731    1.203353115  -18.192018115
   -0.597562385    0.626824386  -14.157375288
   -0.562262038    0.234086329   -8.235059959
   -0.526961692    0.043033982   -3.035275860
   -0.491661346    0.000000000    0.051861419
   -0.456361000    0.029642346    1.195383908
   -0.421060654    0.078217322    1.295190648
   -0.385760308    0.123977993    1.146112696
   -0.350459962    0.166720455    1.135176888
   -0.315159615    0.213834031    1.463088708
   -0.279859269    0.278921864    2.116823838
   -0.244558923    0.371337063    2.952344700
   -0.209258577    0.492649572    3.699626658
   -0.173958231    0.633579549    4.003069861
   -0.138657885    0.776189457    3.838117328
   -0.103357538    0.906647672    3.363395734
   -0.068057192    1.016799555    2.664166831
   -0.032756846    1.101949092    2.037895358
    0.002543500    1.171125437    1.866559049
    0.037843846    1.250142480    2.574205247
    0.073144192    1.370246217    4.164041697
    0.108444538    1.547969908    5.628422975
    0.143744885    1.758518967    5.861250281
    0.179045231    1.950932332    4.717766805
    0.214345577    2.093963186    3.237068156
    0.249645923    2.197262943    2.629620862
    0.284946269    2.295248836    2.781013659
    0.320246615    2.394584192    2.460866638
    0.355546962    2.459110995    0.862677861
    0.390847308    2.454625297   -1.220694603
    0.426147654    2.397754635   -1.755252044
    0.461448000    2.369562697    0.443451417
    0.496748346    2.458259278    4.579317393
    0.532048692    2.695109482    8.444768410
    0.567349038    3.033111210   10.101172348
    0.602649385    3.383256820    9.307188392
    0.637949731    3.679834050    7.260153377
