#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
9160.0%	1832000	-319759.62521080556	300.262137985888	18.7	19:19:56
9165.0%	1833000	-320603.49790653423	298.87864905001516	18.7	19:19:47
9170.0%	1834000	-320619.4038951695	299.01056544329333	18.7	19:19:37
9175.0%	1835000	-322208.49668994755	297.0924324551246	18.7	19:19:28
9180.0%	1836000	-320989.2471909756	298.4281026472091	18.7	19:19:19
9185.0%	1837000	-320575.8182703112	303.42967173214623	18.7	19:19:09
9190.0%	1838000	-320961.70335333585	300.4852930759861	18.7	19:19:00
9195.0%	1839000	-320460.7966578775	303.8682391842914	18.7	19:18:51
9200.0%	1840000	-320051.52600288717	297.457799044264	18.7	19:18:41
9205.0%	1841000	-320338.6877719988	297.8209442712777	18.7	19:18:32
9210.0%	1842000	-321274.02554320847	298.4827581352988	18.7	19:18:23
9215.0%	1843000	-319491.09475536854	296.2322485873207	18.7	19:18:14
9220.0%	1844000	-320925.7234953344	300.0979916450058	18.7	19:18:04
9225.0%	1845000	-320354.97326531843	299.22473218788343	18.7	19:17:55
9230.0%	1846000	-321126.4130522993	300.31273125798657	18.7	19:17:46
9235.0%	1847000	-320011.7613963394	298.2890069257226	18.7	19:17:36
9240.0%	1848000	-320791.3685360565	300.5723936332085	18.7	19:17:27
9245.0%	1849000	-322157.0925387151	299.6934346302916	18.7	19:17:18
9250.0%	1850000	-321018.3400517234	300.7111989938817	18.7	19:17:09
9255.0%	1851000	-321774.9716992113	299.6191074815219	18.7	19:17:00
9260.0%	1852000	-320847.8244563823	299.4029596874934	18.7	19:16:50
9265.0%	1853000	-320784.90350074344	297.902466636192	18.7	19:16:41
9270.0%	1854000	-320888.9644814064	301.26848334724895	18.7	19:16:32
9275.0%	1855000	-321246.67511903844	297.5104362519364	18.7	19:16:23
9280.0%	1856000	-321570.9851540434	299.4015664996796	18.7	19:16:14
9285.0%	1857000	-321924.3132049802	299.7639982963511	18.7	19:16:05
9290.0%	1858000	-320394.75455654855	297.6991557869205	18.7	19:15:55
9295.0%	1859000	-321233.6233698863	298.62854165751855	18.7	19:15:46
9300.0%	1860000	-322013.0865846493	299.7211716962471	18.7	19:15:37
9305.0%	1861000	-321292.2833660138	301.7699454786961	18.7	19:15:27
9310.0%	1862000	-320424.33403900894	302.2065130792493	18.7	19:15:18
9315.0%	1863000	-321011.9601197068	301.9259221296864	18.7	19:15:09
9320.0%	1864000	-320167.7625902854	301.3339539492661	18.7	19:14:59
9325.0%	1865000	-320226.2192852404	303.49384506806655	18.7	19:14:50
9330.0%	1866000	-320921.6578003671	301.6522528723823	18.7	19:14:41
9335.0%	1867000	-320766.57344741584	303.2220028094434	18.7	19:14:31
9340.0%	1868000	-320470.0413970831	297.6925562946437	18.7	19:14:22
9345.0%	1869000	-320688.8389803425	298.34809783653765	18.7	19:14:13
9350.0%	1870000	-320514.7941528775	297.51767779902127	18.7	19:14:03
9355.0%	1871000	-321085.28150083707	296.4594655166259	18.7	19:13:54
9360.0%	1872000	-320952.043188198	298.00639892156624	18.7	19:13:45
9365.0%	1873000	-321134.5313725639	300.67348315228986	18.7	19:13:35
9370.0%	1874000	-320504.33791471156	298.1842027984261	18.7	19:13:26
9375.0%	1875000	-321234.8517410173	299.7819521304157	18.7	19:13:17
9380.0%	1876000	-321176.82413072954	300.55807149225205	18.7	19:13:08
9385.0%	1877000	-320735.6985246008	301.5200072997202	18.7	19:12:59
9390.0%	1878000	-319925.11589540215	298.6848353052449	18.7	19:12:50
9395.0%	1879000	-321089.9557289295	302.0388292777974	18.7	19:12:40
9400.0%	1880000	-320981.25819446915	296.3382963288073	18.7	19:12:31
9405.0%	1881000	-320857.90230653714	300.1564614594663	18.7	19:12:22
9410.0%	1882000	-320934.4812944415	300.615214957921	18.7	19:12:12
9415.0%	1883000	-321168.7093374594	300.51979332010984	18.7	19:12:03
9420.0%	1884000	-320144.79646186554	298.02051934819895	18.7	19:11:54
9425.0%	1885000	-320859.7358172678	302.8394260423911	18.7	19:11:45
9430.0%	1886000	-321481.1984664947	302.52883102356066	18.7	19:11:36
9435.0%	1887000	-319540.5390162219	302.1384014280624	18.7	19:11:27
9440.0%	1888000	-320037.35572507395	301.6296463206112	18.7	19:11:17
9445.0%	1889000	-321275.75299808383	302.4958188850137	18.7	19:11:09
9450.0%	1890000	-320897.0612648905	299.95926946945127	18.7	19:11:00
9455.0%	1891000	-320456.9424564291	297.65951783990715	18.7	19:10:50
9460.0%	1892000	-321260.3052089864	301.52435583862723	18.7	19:10:41
9465.0%	1893000	-321623.1015062912	297.63228255839374	18.7	19:10:32
9470.0%	1894000	-320614.4539297712	297.1271743809746	18.7	19:10:22
9475.0%	1895000	-321303.8193842459	299.4446180084669	18.7	19:10:13
9480.0%	1896000	-321488.7775045817	297.081398585502	18.7	19:10:04
9485.0%	1897000	-321639.5541653235	295.3366202799918	18.7	19:09:54
9490.0%	1898000	-320743.6232115596	299.86941883055925	18.7	19:09:45
9495.0%	1899000	-320495.98699724046	298.6878094483744	18.7	19:09:36
9500.0%	1900000	-320582.88086458226	300.56733616675484	18.7	19:09:26
9505.0%	1901000	-320476.6713845695	302.22194901347814	18.7	19:09:18
9510.0%	1902000	-320302.6194357651	300.0900564242604	18.7	19:09:09
9515.0%	1903000	-321826.27590779914	300.4328020616384	18.7	19:08:59
9520.0%	1904000	-320022.6598895546	298.60210282689246	18.7	19:08:50
9525.0%	1905000	-320782.70837235264	301.3552116936901	18.7	19:08:41
9530.0%	1906000	-320533.5644739934	301.83292341180436	18.7	19:08:32
9535.0%	1907000	-320504.5310457251	302.2554492565764	18.7	19:08:22
9540.0%	1908000	-320077.19435530505	300.8303820278704	18.7	19:08:13
9545.0%	1909000	-321661.3708797442	298.49948706270993	18.7	19:08:04
9550.0%	1910000	-321214.20188192604	302.4650872744772	18.7	19:07:55
9555.0%	1911000	-321033.8740464761	297.3806063375864	18.7	19:07:45
9560.0%	1912000	-320454.0996311342	297.2512040023124	18.7	19:07:36
9565.0%	1913000	-320211.763186214	299.1425844586331	18.7	19:07:27
9570.0%	1914000	-321096.63086404814	302.09265612788386	18.7	19:07:17
9575.0%	1915000	-320344.9204954866	295.70300268771734	18.7	19:07:08
9580.0%	1916000	-320468.5944757585	300.56820783829016	18.7	19:06:59
9585.0%	1917000	-320792.3301083562	296.3549711946942	18.7	19:06:50
9590.0%	1918000	-320516.1374606318	298.795776646108	18.7	19:06:40
9595.0%	1919000	-321510.59231514926	299.0714877240875	18.7	19:06:32
9600.0%	1920000	-320977.7315573399	297.7232914896911	18.7	19:06:23
9605.0%	1921000	-321029.8907886811	300.6647249747638	18.7	19:06:13
9610.0%	1922000	-319917.7123906843	300.9594020756857	18.7	19:06:04
9615.0%	1923000	-320672.9655395688	302.27271790135416	18.7	19:05:55
9620.0%	1924000	-320627.48849130864	301.6996383797283	18.7	19:05:45
9625.0%	1925000	-321181.0970146784	299.20958051012497	18.7	19:05:36
9630.0%	1926000	-321233.3820381798	296.15415823090575	18.7	19:05:27
9635.0%	1927000	-321423.5277601511	297.9989135439367	18.7	19:05:17
9640.0%	1928000	-320828.36630670866	299.6557993788678	18.7	19:05:08
9645.0%	1929000	-321009.34807084966	301.2121257749536	18.7	19:04:59
9650.0%	1930000	-321255.3061412554	298.08203674159984	18.7	19:04:49
9655.0%	1931000	-320227.7665455218	300.16140450883216	18.7	19:04:40
9660.0%	1932000	-320667.1369593248	299.3217125006325	18.7	19:04:31
9665.0%	1933000	-321178.21702440595	299.19016111451924	18.7	19:04:21
9670.0%	1934000	-320977.64633656596	301.8225579140382	18.7	19:04:13
9675.0%	1935000	-320798.005785001	301.24868114615464	18.7	19:04:04
9680.0%	1936000	-320716.21830723505	299.9642175621303	18.7	19:03:54
9685.0%	1937000	-321423.78629795555	298.3691216512239	18.7	19:03:45
9690.0%	1938000	-320645.8481521504	298.40404802293153	18.7	19:03:36
9695.0%	1939000	-320549.0513688184	299.84133001605915	18.7	19:03:26
9700.0%	1940000	-319999.2899508241	300.8050391834189	18.7	19:03:17
9705.0%	1941000	-319883.8871640973	302.34538215424857	18.7	19:03:08
9710.0%	1942000	-319606.2222336859	297.63298386913453	18.7	19:02:59
9715.0%	1943000	-319468.38750351523	303.00354950470756	18.7	19:02:50
9720.0%	1944000	-320771.61942910566	299.42459034472125	18.7	19:02:40
9725.0%	1945000	-320898.10463225003	302.1169341867856	18.7	19:02:31
9730.0%	1946000	-321549.14999497705	303.7741813374555	18.7	19:02:22
9735.0%	1947000	-320886.9786500663	299.0569757359341	18.7	19:02:13
9740.0%	1948000	-320382.7375985563	302.42183659755244	18.7	19:02:03
9745.0%	1949000	-321235.6135731186	296.92874387002723	18.7	19:01:54
9750.0%	1950000	-322032.2186514896	299.83014014832895	18.7	19:01:45
9755.0%	1951000	-320666.939366505	301.8584856008375	18.7	19:01:35
9760.0%	1952000	-320168.57429136406	300.1786380150026	18.7	19:01:26
9765.0%	1953000	-320651.02255498595	302.6906172401966	18.7	19:01:17
9770.0%	1954000	-320672.70852984395	305.1070927922525	18.7	19:01:08
9775.0%	1955000	-319897.91323800525	299.8582973519384	18.7	19:00:58
9780.0%	1956000	-320812.6429938276	299.76668379336957	18.7	19:00:49
9785.0%	1957000	-321810.33278594795	301.99276096076704	18.7	19:00:40
9790.0%	1958000	-320213.15376394964	296.3851676074525	18.7	19:00:30
9795.0%	1959000	-321386.03191165463	302.497150764439	18.7	19:00:21
9800.0%	1960000	-321251.68598094676	300.2885998217515	18.7	19:00:12
9805.0%	1961000	-321665.4328782966	299.6809252814206	18.7	19:00:03
9810.0%	1962000	-320887.32478349237	300.1735606729526	18.7	18:59:53
9815.0%	1963000	-321547.47203731677	301.64015601078694	18.7	18:59:44
9820.0%	1964000	-320857.8744263919	299.48035533835707	18.7	18:59:34
9825.0%	1965000	-321577.6098945746	300.0084389619946	18.7	18:59:25
9830.0%	1966000	-321141.3012957473	300.1108602947109	18.7	18:59:16
9835.0%	1967000	-320306.0331779062	300.2650910357183	18.7	18:59:06
9840.0%	1968000	-319351.4339853013	303.7538796179357	18.7	18:58:57
9845.0%	1969000	-319717.9964755692	300.7017297491	18.7	18:58:48
9850.0%	1970000	-321342.16209248523	299.92347120531997	18.7	18:58:39
9855.0%	1971000	-320114.06172232726	301.11526582847785	18.7	18:58:30
9860.0%	1972000	-321209.4455323913	299.79727994074017	18.7	18:58:20
9865.0%	1973000	-321321.260084745	301.63765189192446	18.7	18:58:11
9870.0%	1974000	-321479.4033303824	298.00449856370165	18.7	18:58:02
9875.0%	1975000	-321387.4863663502	296.3883622606265	18.7	18:57:52
9880.0%	1976000	-321320.7534727275	300.6285556494679	18.7	18:57:43
9885.0%	1977000	-321112.68546111067	298.14027557756594	18.7	18:57:34
9890.0%	1978000	-319887.641218815	298.7140827441359	18.7	18:57:24
9895.0%	1979000	-320160.7900050536	298.9065424104681	18.7	18:57:15
9900.0%	1980000	-320722.2633825438	299.90308278019864	18.7	18:57:06
9905.0%	1981000	-320086.13502067374	300.9203129613395	18.7	18:56:57
9910.0%	1982000	-320930.9224291346	298.88681389856623	18.7	18:56:48
9915.0%	1983000	-320861.4225225523	304.2358385940804	18.7	18:56:39
9920.0%	1984000	-320839.66797865974	301.89223281402195	18.7	18:56:29
9925.0%	1985000	-320414.7248286798	301.37529272812276	18.7	18:56:20
9930.0%	1986000	-319975.57945466344	298.0953749432634	18.7	18:56:11
9935.0%	1987000	-320342.7297618035	297.7827494131382	18.7	18:56:01
9940.0%	1988000	-320926.93484242004	301.81051504358936	18.7	18:55:52
9945.0%	1989000	-321193.4860919637	302.628985074283	18.7	18:55:43
9950.0%	1990000	-320731.52707173093	300.78460314696326	18.7	18:55:33
9955.0%	1991000	-320300.72427637223	297.4314367283684	18.7	18:55:24
9960.0%	1992000	-320640.3584230386	301.40190636450694	18.7	18:55:15
9965.0%	1993000	-321378.15738456906	298.6860805081313	18.7	18:55:06
9970.0%	1994000	-321655.9989755959	298.3764920438768	18.7	18:54:57
9975.0%	1995000	-320864.714769213	297.03444466713415	18.7	18:54:48
9980.0%	1996000	-321480.7815468621	299.79413588528695	18.7	18:54:39
9985.0%	1997000	-321740.44184324006	297.08674761521956	18.7	18:54:30
9990.0%	1998000	-321920.1720893609	301.6972801083174	18.7	18:54:21
9995.0%	1999000	-320796.43015629775	301.32012521774584	18.7	18:54:11
10000.0%	2000000	-319958.56669031293	300.87897156997934	18.7	18:54:02
10005.0%	2001000	-319879.58820428257	303.7609142761398	18.7	18:53:53
10010.0%	2002000	-319516.6485162019	300.04275493936143	18.7	18:53:43
10015.0%	2003000	-321402.40257904935	300.3490986508617	18.7	18:53:34
10020.0%	2004000	-320370.55159212905	301.2020422802093	18.7	18:53:25
10025.0%	2005000	-320414.5053649249	301.1124175931986	18.7	18:53:15
10030.0%	2006000	-320562.42443928844	304.1508579970492	18.7	18:53:06
10035.0%	2007000	-320985.2978748493	299.2646550549732	18.7	18:52:57
10040.0%	2008000	-321688.59098865953	300.07913223126985	18.7	18:52:48
10045.0%	2009000	-322068.82906963537	299.83168513504575	18.7	18:52:39
10050.0%	2010000	-322402.39021152677	298.0178439895324	18.7	18:52:30
10055.0%	2011000	-322393.2528256341	298.5424053040173	18.7	18:52:20
10060.0%	2012000	-322101.72351295874	300.6353353038889	18.7	18:52:11
10065.0%	2013000	-320634.7909124971	298.88601957327177	18.7	18:52:02
10070.0%	2014000	-321586.20566877886	301.23569666471985	18.7	18:51:53
10075.0%	2015000	-321015.8276435698	302.0776136042083	18.7	18:51:44
10080.0%	2016000	-320820.74308974063	301.5105514682575	18.7	18:51:34
10085.0%	2017000	-321522.115081531	297.55218306796536	18.7	18:51:25
10090.0%	2018000	-320909.3480679069	298.68167916409004	18.7	18:51:16
10095.0%	2019000	-320827.7829683041	298.91725879915606	18.7	18:51:06
10100.0%	2020000	-320949.12567341584	299.78645670394445	18.7	18:50:57
10105.0%	2021000	-321396.92782548256	304.72574920739993	18.7	18:50:48
10110.0%	2022000	-320984.8751859942	301.5661480699057	18.7	18:50:38
10115.0%	2023000	-320620.3343699451	301.3548785199845	18.7	18:50:29
10120.0%	2024000	-321572.8416479265	298.6267717191618	18.7	18:50:20
10125.0%	2025000	-321516.9300121346	299.6277363808615	18.7	18:50:11
10130.0%	2026000	-321262.3982969937	299.1160230234092	18.7	18:50:01
10135.0%	2027000	-320864.8124828285	297.89189780117647	18.7	18:49:52
10140.0%	2028000	-319910.37310020276	297.91142225814343	18.7	18:49:43
10145.0%	2029000	-320809.6355685552	299.32127887464173	18.7	18:49:34
10150.0%	2030000	-320967.64748181705	300.24220149799584	18.7	18:49:24
10155.0%	2031000	-320605.44895821135	302.58346563613645	18.7	18:49:15
10160.0%	2032000	-321335.9932758368	301.53290401537794	18.7	18:49:06
10165.0%	2033000	-320588.6290184539	299.89655406088355	18.7	18:48:57
10170.0%	2034000	-320972.1126349645	299.81981064149505	18.7	18:48:47
10175.0%	2035000	-321060.5645369163	298.97771953761617	18.7	18:48:38
10180.0%	2036000	-320591.7591083569	302.1259401128461	18.7	18:48:28
10185.0%	2037000	-320360.6533263484	296.29152788476466	18.7	18:48:19
10190.0%	2038000	-320838.42382986285	295.5921336912695	18.7	18:48:10
10195.0%	2039000	-320811.0265751544	301.6182759310138	18.7	18:48:01
10200.0%	2040000	-320849.4921442771	299.2078227837052	18.7	18:47:52
10205.0%	2041000	-320425.03251149156	301.96374999295716	18.7	18:47:42
10210.0%	2042000	-321125.34961733595	297.7916424649488	18.7	18:47:33
10215.0%	2043000	-321480.10557785747	299.15752942125766	18.7	18:47:24
10220.0%	2044000	-320995.1280326643	296.5268498953066	18.7	18:47:15
10225.0%	2045000	-320811.79182215594	301.12335193976764	18.7	18:47:06
10230.0%	2046000	-320997.59277508035	298.24926438553064	18.7	18:46:56
10235.0%	2047000	-322282.55425354	300.26473502026647	18.7	18:46:47
10240.0%	2048000	-322062.35256260936	298.19582633312694	18.7	18:46:38
10245.0%	2049000	-322409.48726865323	296.2155504402035	18.7	18:46:29
10250.0%	2050000	-320964.1612206076	294.9007698108178	18.7	18:46:19
10255.0%	2051000	-321120.5624141488	300.12972124483065	18.7	18:46:10
10260.0%	2052000	-320396.9594163825	300.1391616507863	18.7	18:46:01
10265.0%	2053000	-319746.13930440973	299.6318501817333	18.7	18:45:51
10270.0%	2054000	-320793.73272270383	299.19244623127184	18.7	18:45:42
10275.0%	2055000	-320896.3641281456	298.5098116272049	18.7	18:45:34
10280.0%	2056000	-320366.77287695487	302.348692772891	18.7	18:45:24
10285.0%	2057000	-320788.1640362926	302.0155759049299	18.7	18:45:15
10290.0%	2058000	-320548.33819671674	299.3030208381939	18.7	18:45:06
10295.0%	2059000	-320010.5943517466	297.29891816822067	18.7	18:44:56
10300.0%	2060000	-321365.9587620208	301.36457414940156	18.7	18:44:47
10305.0%	2061000	-321162.48241387634	299.79822680605855	18.7	18:44:38
10310.0%	2062000	-321223.107596633	302.5530768020487	18.7	18:44:28
10315.0%	2063000	-320500.2600694988	296.51487587268684	18.7	18:44:19
10320.0%	2064000	-321717.8538946104	302.1673803198045	18.7	18:44:10
10325.0%	2065000	-321454.95024843374	299.1185053796538	18.7	18:44:00
10330.0%	2066000	-320921.2296689355	301.64800994785855	18.7	18:43:51
10335.0%	2067000	-320339.44222218334	299.0218554752543	18.7	18:43:42
10340.0%	2068000	-321039.81707941624	299.5282466123824	18.7	18:43:32
10345.0%	2069000	-321270.0229783121	298.1132309984477	18.7	18:43:23
10350.0%	2070000	-320748.97856595856	304.1010250025245	18.7	18:43:15
10355.0%	2071000	-320114.3349860867	301.8462409223994	18.7	18:43:05
10360.0%	2072000	-320571.3065723318	296.9986660044766	18.7	18:42:56
10365.0%	2073000	-321069.77932571364	296.2696784601346	18.7	18:42:47
10370.0%	2074000	-321594.9716077817	300.82744439957327	18.7	18:42:38
10375.0%	2075000	-320429.6733128163	297.07427920610473	18.7	18:42:28
10380.0%	2076000	-320398.046706629	297.9239739893608	18.7	18:42:19
10385.0%	2077000	-320302.20815570955	300.79975406976644	18.7	18:42:10
10390.0%	2078000	-321233.9013731382	300.89856413693946	18.7	18:42:01
10395.0%	2079000	-321693.29034121404	302.6406372648945	18.7	18:41:51
10400.0%	2080000	-321193.920912019	302.1944119501194	18.7	18:41:42
10405.0%	2081000	-320580.91780631733	299.56384330100036	18.7	18:41:33
10410.0%	2082000	-320854.08697118005	298.2602457593717	18.7	18:41:24
10415.0%	2083000	-320815.41337081743	299.90689345108234	18.7	18:41:14
10420.0%	2084000	-320445.1542344885	298.6770772736117	18.7	18:41:05
10425.0%	2085000	-320530.4839826105	300.63587331764614	18.7	18:40:56
10430.0%	2086000	-320445.2543412079	295.7942678699462	18.7	18:40:46
10435.0%	2087000	-320980.95819214126	298.4411587825997	18.7	18:40:38
10440.0%	2088000	-320514.0652887719	299.37556320888626	18.7	18:40:29
10445.0%	2089000	-321074.64983726665	301.6352499047656	18.7	18:40:19
10450.0%	2090000	-321055.8571205395	305.23199770745873	18.7	18:40:10
10455.0%	2091000	-320481.4526068142	300.0736936801802	18.7	18:40:01
10460.0%	2092000	-320744.40261520236	300.46347158973964	18.7	18:39:51
10465.0%	2093000	-320243.0679643287	298.5574613572813	18.7	18:39:42
10470.0%	2094000	-320588.3965553257	301.5427291389392	18.7	18:39:34
10475.0%	2095000	-320470.64485587017	302.56885195422217	18.7	18:39:24
10480.0%	2096000	-320347.5274245625	302.97493056814574	18.7	18:39:15
10485.0%	2097000	-320275.8123455427	297.5436106876486	18.7	18:39:06
10490.0%	2098000	-320864.5526253546	300.6002408296469	18.7	18:38:56
10495.0%	2099000	-320875.22741021705	299.7337177403159	18.7	18:38:47
10500.0%	2100000	-321206.823007019	300.11936439571167	18.7	18:38:38
10505.0%	2101000	-321412.94673800934	300.9072000660039	18.7	18:38:28
10510.0%	2102000	-321098.55337687815	299.8926916549624	18.7	18:38:19
10515.0%	2103000	-321520.28880381864	298.15237493261077	18.7	18:38:10
10520.0%	2104000	-320748.40086447727	302.93066444589977	18.7	18:38:00
10525.0%	2105000	-320225.01446226146	298.9211037425854	18.7	18:37:51
10530.0%	2106000	-320965.3728407298	296.4507576337942	18.7	18:37:42
10535.0%	2107000	-320891.2023874747	302.36324042053013	18.7	18:37:33
10540.0%	2108000	-320399.5729371081	300.4500385778105	18.7	18:37:23
10545.0%	2109000	-319364.2210377364	301.2002242707541	18.7	18:37:14
10550.0%	2110000	-319956.5337095617	295.3863937952248	18.7	18:37:05
10555.0%	2111000	-321385.04406518955	300.40490238077473	18.7	18:36:56
10560.0%	2112000	-320197.57408286724	301.76164005564516	18.7	18:36:46
10565.0%	2113000	-320688.4026704754	301.8810723732992	18.7	18:36:37
10570.0%	2114000	-321330.7495023275	297.5909573372783	18.7	18:36:28
10575.0%	2115000	-321594.6164867799	297.6558424694892	18.7	18:36:19
10580.0%	2116000	-321022.28231129306	300.97345364012733	18.7	18:36:09
10585.0%	2117000	-321221.9478540132	301.89848693629466	18.7	18:36:00
10590.0%	2118000	-320152.2629915185	300.5079999143434	18.7	18:35:51
10595.0%	2119000	-319910.38386848243	299.73541272030275	18.7	18:35:42
10600.0%	2120000	-319809.2544787568	301.19308346942586	18.7	18:35:32
10605.0%	2121000	-320133.25912163756	299.9658917570087	18.7	18:35:23
10610.0%	2122000	-320365.71305492474	301.24343912926764	18.7	18:35:14
10615.0%	2123000	-320567.85134292697	300.0820560625149	18.7	18:35:05
10620.0%	2124000	-320550.08357179747	302.91107551749406	18.7	18:34:55
10625.0%	2125000	-320511.09477673075	298.5979406514053	18.7	18:34:46
10630.0%	2126000	-320974.35980502237	295.93498643702526	18.7	18:34:37
10635.0%	2127000	-321091.71932499413	300.02253308233384	18.7	18:34:28
10640.0%	2128000	-321998.27053736546	299.40989924497603	18.7	18:34:18
10645.0%	2129000	-321050.8705460492	295.70957496890946	18.7	18:34:09
10650.0%	2130000	-321668.58482089825	299.0669336244376	18.7	18:34:00
10655.0%	2131000	-322103.49553779187	298.7202149563101	18.7	18:33:50
10660.0%	2132000	-322139.3057932276	301.0331602855466	18.7	18:33:41
10665.0%	2133000	-321958.79081596434	301.8395104195447	18.7	18:33:32
10670.0%	2134000	-321282.23438576097	299.87001822928073	18.7	18:33:22
10675.0%	2135000	-321065.21036452916	302.21979027538515	18.7	18:33:13
10680.0%	2136000	-320257.4436122712	298.2891775987956	18.7	18:33:04
10685.0%	2137000	-320732.35984104127	300.7275441185088	18.7	18:32:55
10690.0%	2138000	-320322.95642740885	302.5378981256582	18.7	18:32:46
10695.0%	2139000	-319871.60083899694	300.98394636992344	18.7	18:32:36
10700.0%	2140000	-321169.38521347404	302.956754080701	18.7	18:32:27
10705.0%	2141000	-321397.5796283714	301.202803722024	18.7	18:32:18
10710.0%	2142000	-320670.7517560574	294.10068028493487	18.7	18:32:08
10715.0%	2143000	-321199.85608981666	299.58846821838415	18.7	18:31:59
10720.0%	2144000	-322077.6076171531	301.3503430924107	18.7	18:31:49
10725.0%	2145000	-320725.9726431351	296.4290814912245	18.7	18:31:40
10730.0%	2146000	-320745.8750603576	299.4194324486307	18.7	18:31:31
10735.0%	2147000	-319880.46979037765	297.8409716689913	18.7	18:31:22
10740.0%	2148000	-320483.35864661867	300.32244242060494	18.7	18:31:13
10745.0%	2149000	-320725.66699621524	302.0543171081763	18.7	18:31:03
10750.0%	2150000	-320684.1004336523	298.61394793738674	18.7	18:30:54
10755.0%	2151000	-320853.3954409966	302.33115116434664	18.7	18:30:45
10760.0%	2152000	-320454.4911177547	301.5491931455669	18.7	18:30:35
10765.0%	2153000	-319440.6067637631	299.3853981273853	18.7	18:30:26
10770.0%	2154000	-321268.75120136	298.8458057053737	18.7	18:30:17
10775.0%	2155000	-320787.84891948523	298.6036162923952	18.7	18:30:07
10780.0%	2156000	-320676.81255263253	302.26103516859274	18.7	18:29:58
10785.0%	2157000	-320706.5862096981	303.1522463862822	18.7	18:29:49
10790.0%	2158000	-320657.6098841082	299.7491151045452	18.7	18:29:40
10795.0%	2159000	-321976.38573811017	300.5409627865869	18.7	18:29:30
10800.0%	2160000	-320890.3940408018	300.9012040405481	18.7	18:29:21
10805.0%	2161000	-319938.0228729113	298.83947419385464	18.7	18:29:12
10810.0%	2162000	-320440.8662119026	299.97491360227747	18.7	18:29:03
10815.0%	2163000	-320996.20149865607	300.73108686481646	18.7	18:28:53
10820.0%	2164000	-321111.70251715695	299.1682347944736	18.7	18:28:44
10825.0%	2165000	-321276.24760264717	298.1789082666537	18.7	18:28:35
10830.0%	2166000	-321052.86906126724	298.2858753444452	18.7	18:28:26
10835.0%	2167000	-320758.9653816342	299.98878064980624	18.7	18:28:16
10840.0%	2168000	-320975.21189195383	298.9760512878909	18.7	18:28:07
10845.0%	2169000	-320932.5157302718	300.0350269542759	18.7	18:27:58
10850.0%	2170000	-320687.1911977967	301.02627429161413	18.7	18:27:48
10855.0%	2171000	-321096.7917580635	300.72801092200166	18.7	18:27:39
10860.0%	2172000	-320793.1782462206	302.8186537661809	18.7	18:27:30
10865.0%	2173000	-319944.46206573024	295.7755896002568	18.7	18:27:20
10870.0%	2174000	-321777.2088456175	299.1707127468388	18.7	18:27:11
10875.0%	2175000	-320487.9382881953	298.19681965141484	18.7	18:27:02
10880.0%	2176000	-320158.00303312996	300.92351766410144	18.7	18:26:52
10885.0%	2177000	-321156.01705593686	299.59448956136157	18.7	18:26:43
10890.0%	2178000	-321414.8012416519	300.15582772160644	18.7	18:26:35
10895.0%	2179000	-320496.3639720157	294.7045534335864	18.7	18:26:25
10900.0%	2180000	-321673.5455447226	302.6041355559498	18.7	18:26:16
10905.0%	2181000	-321325.92027706513	300.31739968670286	18.7	18:26:07
10910.0%	2182000	-320893.5029122601	299.9334212939977	18.7	18:25:58
10915.0%	2183000	-320184.9265260303	296.45026966478866	18.7	18:25:49
10920.0%	2184000	-320278.8556959538	300.27361146555984	18.7	18:25:40
10925.0%	2185000	-320626.66143649863	299.25944395967923	18.7	18:25:30
10930.0%	2186000	-320605.3589885428	301.8075994575092	18.7	18:25:22
10935.0%	2187000	-320684.0608458943	304.47104037539606	18.7	18:25:12
10940.0%	2188000	-320352.9939908637	300.66721134396505	18.7	18:25:03
10945.0%	2189000	-320844.6517540864	300.1411919523682	18.7	18:24:54
10950.0%	2190000	-321341.8651505753	302.8186065164937	18.7	18:24:45
10955.0%	2191000	-321121.52407918824	299.2761180801917	18.7	18:24:35
10960.0%	2192000	-320948.2127758495	299.5872909949435	18.7	18:24:26
10965.0%	2193000	-320614.0284638237	296.6214629861391	18.7	18:24:17
10970.0%	2194000	-321133.7069249796	300.0234563374822	18.7	18:24:07
10975.0%	2195000	-321082.54413964297	296.2961625703272	18.7	18:23:58
10980.0%	2196000	-321344.57110084104	296.296593962665	18.7	18:23:49
10985.0%	2197000	-321423.17804599204	299.09006451921414	18.7	18:23:40
10990.0%	2198000	-321420.9757618727	297.4449861216691	18.7	18:23:31
10995.0%	2199000	-321165.91666618595	300.40131959212545	18.7	18:23:21
11000.0%	2200000	-321486.4934299954	301.42927877739754	18.7	18:23:12
11005.0%	2201000	-319983.03221510747	300.67913099094596	18.7	18:23:03
11010.0%	2202000	-321002.8224703744	303.55905662978313	18.7	18:22:54
11015.0%	2203000	-321928.30906149163	304.59315059912535	18.7	18:22:44
11020.0%	2204000	-320804.9448741239	300.22210802530475	18.7	18:22:34
11025.0%	2205000	-320463.31641845545	301.19089613691216	18.7	18:22:25
11030.0%	2206000	-321232.7552858908	297.6532160549819	18.7	18:22:16
11035.0%	2207000	-320722.92842805455	297.20006100308495	18.7	18:22:06
11040.0%	2208000	-320131.0761382084	301.4820698774641	18.7	18:21:57
