#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
240.0%	48000	-320452.03187848814	299.59438458105296	18.6	23:55:40
245.0%	49000	-320906.3222987887	301.33986710161236	18.6	23:55:31
250.0%	50000	-320376.4244260823	301.34188485628835	18.6	23:55:22
255.0%	51000	-320410.9041563072	300.8118115889054	18.6	23:55:13
260.0%	52000	-320514.42469828343	299.2937370715349	18.6	23:55:03
265.0%	53000	-321145.7058980649	302.6251974220853	18.6	23:54:54
270.0%	54000	-321939.4863229005	300.39313495036913	18.6	23:54:45
275.0%	55000	-320631.9811301017	296.48670506855274	18.6	23:54:35
280.0%	56000	-320811.565086551	301.76438835774616	18.6	23:54:26
285.0%	57000	-320727.1421284771	301.0473928539368	18.6	23:54:17
290.0%	58000	-321553.13975036424	301.39505738679503	18.6	23:54:07
295.0%	59000	-321250.8858841285	298.0439216670548	18.6	23:53:58
300.0%	60000	-321156.5721491757	298.05595036916844	18.6	23:53:49
305.0%	61000	-321323.6382687534	301.14625638358973	18.6	23:53:40
310.0%	62000	-321510.90338715794	301.1665055980421	18.6	23:53:30
315.0%	63000	-322382.7942448959	302.55790069084907	18.6	23:53:21
320.0%	64000	-320916.74741646857	297.49702487132475	18.6	23:53:12
325.0%	65000	-320777.21670794836	301.50291964860196	18.6	23:53:03
330.0%	66000	-321344.6291110071	299.50859388726496	18.6	23:52:53
335.0%	67000	-321774.21442144294	299.99581481233895	18.6	23:52:44
340.0%	68000	-321215.7813416859	301.07580840645664	18.6	23:52:35
345.0%	69000	-319993.2600758781	299.96032915036017	18.6	23:52:25
350.0%	70000	-320949.6920172784	300.1569822159233	18.6	23:52:16
355.0%	71000	-320471.7930593218	299.27029841926236	18.6	23:52:07
360.0%	72000	-321096.8841278807	298.9711619481448	18.6	23:51:58
365.0%	73000	-320041.50638837134	300.4636273478232	18.6	23:51:48
370.0%	74000	-320548.5679277405	298.32515007613057	18.6	23:51:39
375.0%	75000	-320996.07909746	300.2247228769396	18.6	23:51:30
380.0%	76000	-321470.1785183153	299.7408847891574	18.6	23:51:20
385.0%	77000	-321473.11846952373	298.7203600552739	18.6	23:51:11
390.0%	78000	-321004.1013684359	299.3240538212038	18.6	23:51:02
395.0%	79000	-320695.78597532795	301.0467343799171	18.6	23:50:52
400.0%	80000	-320334.13661985705	302.50191517175455	18.6	23:50:43
405.0%	81000	-321333.8340065493	298.896043961298	18.6	23:50:34
410.0%	82000	-321447.0070471766	300.60724703800594	18.6	23:50:24
415.0%	83000	-320761.94766950514	300.4904620031306	18.6	23:50:15
420.0%	84000	-320905.0586145404	303.3611077142826	18.6	23:50:06
425.0%	85000	-320473.5735826064	304.7336972687317	18.6	23:49:57
430.0%	86000	-320260.6611155034	299.4945219762503	18.6	23:49:47
435.0%	87000	-320884.85362911876	301.03716781554095	18.6	23:49:38
440.0%	88000	-321791.8168468997	299.94720068879906	18.6	23:49:29
445.0%	89000	-321053.40392534714	305.3320103466787	18.6	23:49:19
450.0%	90000	-321024.63343809126	295.479872072082	18.6	23:49:10
455.0%	91000	-320230.34326338465	302.76127729931767	18.6	23:49:01
460.0%	92000	-320916.3624055905	302.9690161081797	18.6	23:48:51
465.0%	93000	-320760.25139555335	301.42657915803954	18.6	23:48:42
470.0%	94000	-320747.61184686515	301.0147605231032	18.6	23:48:32
475.0%	95000	-319652.2409195553	296.5970084197125	18.6	23:48:23
480.0%	96000	-321734.65535093215	302.5960663023816	18.6	23:48:14
485.0%	97000	-322000.93804848054	295.67320719019244	18.6	23:48:05
490.0%	98000	-321339.2953437895	298.891654102359	18.6	23:47:56
495.0%	99000	-321044.71006274945	303.2076864137521	18.6	23:47:46
500.0%	100000	-320926.76538409805	300.83771635347085	18.6	23:47:37
505.0%	101000	-319815.5726001719	300.68339115453784	18.6	23:47:27
510.0%	102000	-320058.1765327109	301.062720622828	18.6	23:47:18
515.0%	103000	-321034.4365921379	298.4620899716844	18.6	23:47:09
520.0%	104000	-320503.4124724483	298.4212999608481	18.6	23:46:59
525.0%	105000	-320660.06954351836	299.353221292133	18.6	23:46:51
530.0%	106000	-320991.013128086	301.4541733774197	18.6	23:46:41
535.0%	107000	-320831.8267862811	299.48436536027816	18.6	23:46:32
540.0%	108000	-321086.8728930182	297.09687290449284	18.6	23:46:23
545.0%	109000	-320632.894777108	299.3083681537454	18.6	23:46:14
550.0%	110000	-321527.05711276224	301.2167018372347	18.6	23:46:04
555.0%	111000	-321892.1574902504	297.4317631896591	18.6	23:45:55
560.0%	112000	-321693.8980294517	298.88165466299995	18.6	23:45:46
565.0%	113000	-320867.0870899351	298.382126570324	18.6	23:45:37
570.0%	114000	-320475.1444281279	300.0123830615844	18.6	23:45:27
575.0%	115000	-320586.01760089723	301.9213997732294	18.6	23:45:18
580.0%	116000	-321341.9214796331	300.67762674374075	18.6	23:45:08
585.0%	117000	-320534.83182351803	299.63513427373846	18.6	23:44:59
590.0%	118000	-320563.70571449935	301.63477592220437	18.6	23:44:50
595.0%	119000	-321212.73759379215	299.1297041172082	18.6	23:44:40
600.0%	120000	-320912.1947900313	301.4696559144468	18.6	23:44:31
605.0%	121000	-321001.0481357642	301.39802756885024	18.6	23:44:22
610.0%	122000	-320804.9078818457	303.21480129241115	18.6	23:44:13
615.0%	123000	-321001.34166321997	299.12077864736204	18.6	23:44:03
620.0%	124000	-321489.2360906508	299.44076103683193	18.6	23:43:54
625.0%	125000	-320683.6042154329	301.70665932300193	18.6	23:43:45
630.0%	126000	-320271.1293534911	296.300851059784	18.6	23:43:36
635.0%	127000	-320996.1124326682	302.61324005058293	18.6	23:43:27
640.0%	128000	-320719.6667950286	300.9812266036902	18.6	23:43:17
645.0%	129000	-321818.5320475069	299.1792723073936	18.6	23:43:08
650.0%	130000	-321472.4001750848	299.1870827444387	18.6	23:42:58
655.0%	131000	-321189.6400266923	297.1501689370019	18.6	23:42:49
660.0%	132000	-321165.5241856533	302.5044962098122	18.6	23:42:40
665.0%	133000	-321338.4052898234	300.92959782112007	18.6	23:42:30
670.0%	134000	-320394.8000433033	302.4294966654005	18.6	23:42:21
675.0%	135000	-320427.4845231555	300.0258710138102	18.6	23:42:12
680.0%	136000	-322044.3214020012	300.4428632052603	18.6	23:42:03
685.0%	137000	-320565.62454844895	299.18155015996007	18.6	23:41:54
690.0%	138000	-321268.88265344664	296.5415054010939	18.6	23:41:45
695.0%	139000	-320400.6961728947	298.54499845977807	18.6	23:41:36
700.0%	140000	-320488.19874137756	303.72501424866675	18.6	23:41:27
705.0%	141000	-320356.9252899154	303.17708649995654	18.6	23:41:18
710.0%	142000	-321039.6099298694	301.8652885911717	18.6	23:41:08
715.0%	143000	-320522.77876639646	306.21946188232266	18.6	23:40:59
720.0%	144000	-321119.2153821988	303.1297356131044	18.6	23:40:50
725.0%	145000	-321005.5800055049	300.821345510171	18.6	23:40:40
730.0%	146000	-320177.650143282	298.6028034528284	18.6	23:40:31
735.0%	147000	-320590.4314784622	301.15352568748125	18.6	23:40:22
740.0%	148000	-321729.1995880699	300.1237433409472	18.6	23:40:12
745.0%	149000	-320861.8838806569	297.24760477335104	18.6	23:40:03
750.0%	150000	-319966.58106495417	296.79003052947735	18.6	23:39:54
755.0%	151000	-321101.3516778187	300.9641693011833	18.6	23:39:44
760.0%	152000	-321673.2644658077	300.1574043385496	18.6	23:39:36
765.0%	153000	-320872.7315491808	302.1074611978281	18.6	23:39:27
770.0%	154000	-319798.0336321413	301.1626288099448	18.6	23:39:17
775.0%	155000	-320496.4107210485	301.7238152916573	18.6	23:39:08
780.0%	156000	-321283.3424470052	299.860471082638	18.6	23:38:59
785.0%	157000	-320396.75028168503	299.025746644512	18.6	23:38:50
790.0%	158000	-321016.7494640404	300.41062357389103	18.6	23:38:41
795.0%	159000	-321463.6755468233	300.5242667704014	18.6	23:38:32
800.0%	160000	-321422.7256447277	302.62034092521714	18.6	23:38:22
805.0%	161000	-321362.93299493333	301.44392502735815	18.6	23:38:13
810.0%	162000	-319185.3195711493	298.60986492577393	18.6	23:38:04
815.0%	163000	-319956.961971347	303.4613029217971	18.6	23:37:54
820.0%	164000	-320510.5118088217	298.4144352605483	18.6	23:37:45
825.0%	165000	-320598.9169877763	299.1580200992288	18.6	23:37:36
830.0%	166000	-321711.16488146223	300.15191904999233	18.6	23:37:26
835.0%	167000	-320349.371482207	301.7402086419729	18.6	23:37:17
840.0%	168000	-320216.9577859491	296.89730722289113	18.6	23:37:08
845.0%	169000	-320145.60769222095	302.93269938151474	18.6	23:36:59
850.0%	170000	-320052.5650818688	299.2073035929312	18.6	23:36:50
855.0%	171000	-321122.46807947895	303.2047490838198	18.6	23:36:40
860.0%	172000	-321268.1326737299	297.66558833488205	18.6	23:36:31
865.0%	173000	-321380.72161077615	301.1994092975086	18.6	23:36:22
870.0%	174000	-321257.96829100256	298.5082375799895	18.6	23:36:13
875.0%	175000	-320900.61214730446	302.5041189877821	18.6	23:36:03
880.0%	176000	-320437.7357080199	303.6840641709748	18.6	23:35:54
885.0%	177000	-319762.2172617328	301.1019346036615	18.6	23:35:45
890.0%	178000	-321368.43066497846	302.73947183806195	18.6	23:35:36
895.0%	179000	-320165.42559003714	298.8537108766028	18.6	23:35:27
900.0%	180000	-321307.6306975838	300.2584527209461	18.6	23:35:17
905.0%	181000	-321607.76187770115	300.0063912477069	18.6	23:35:08
910.0%	182000	-320322.80178397894	297.1415461420953	18.6	23:34:59
915.0%	183000	-321476.6700075299	294.0260378102046	18.6	23:34:49
920.0%	184000	-321034.28380072187	301.4336552136787	18.6	23:34:40
925.0%	185000	-320677.3216139758	298.93792434041615	18.6	23:34:31
930.0%	186000	-320769.7272451692	300.172211551471	18.6	23:34:22
935.0%	187000	-320885.5705990966	303.1820542015228	18.6	23:34:12
940.0%	188000	-320342.6184465671	301.7054635583009	18.6	23:34:03
945.0%	189000	-321293.4225824212	299.21624934488955	18.6	23:33:54
950.0%	190000	-321103.27288694284	298.9374962080832	18.6	23:33:44
955.0%	191000	-319838.87453428656	297.6921066043366	18.6	23:33:35
960.0%	192000	-320878.33888023463	300.0438256246428	18.6	23:33:26
965.0%	193000	-320847.3740126691	298.89473741145537	18.6	23:33:16
970.0%	194000	-321058.81665625167	301.7173781904412	18.6	23:33:07
975.0%	195000	-321528.50457155006	299.77365877286906	18.6	23:32:58
980.0%	196000	-321167.7988595655	298.98956188607065	18.6	23:32:48
985.0%	197000	-320917.1357183105	300.0460059763374	18.6	23:32:39
990.0%	198000	-320993.80421091383	298.3187454577594	18.6	23:32:30
995.0%	199000	-320770.40535579156	299.487151305769	18.6	23:32:20
1000.0%	200000	-322021.61547128996	296.7892001675875	18.6	23:32:11
1005.0%	201000	-321768.6776562515	298.49996953518104	18.6	23:32:02
1010.0%	202000	-321292.0004864475	298.7694555162763	18.6	23:31:52
1015.0%	203000	-321288.39028264745	296.82970738053484	18.6	23:31:43
1020.0%	204000	-320733.8101998097	295.66466588376534	18.6	23:31:34
1025.0%	205000	-321386.0185099265	297.251802591083	18.6	23:31:25
1030.0%	206000	-320228.0266420252	299.8033461731015	18.6	23:31:16
1035.0%	207000	-320464.48374284897	302.11313932743934	18.6	23:31:07
1040.0%	208000	-319802.54271851433	301.04588205928667	18.6	23:30:57
1045.0%	209000	-320549.92026326363	299.16663071270267	18.6	23:30:48
1050.0%	210000	-320475.352890352	301.0870678824511	18.6	23:30:38
1055.0%	211000	-320947.47142956755	298.690169413033	18.6	23:30:29
1060.0%	212000	-320433.71494353376	301.27113237186495	18.6	23:30:20
1065.0%	213000	-320938.6317714972	299.2440529245728	18.6	23:30:11
1070.0%	214000	-321536.1718492508	298.03413992582966	18.6	23:30:01
1075.0%	215000	-322290.5917720115	302.17587452266616	18.6	23:29:52
1080.0%	216000	-321346.8245422526	299.9562054879367	18.6	23:29:43
1085.0%	217000	-320994.19441178325	301.2345653941645	18.6	23:29:33
1090.0%	218000	-320271.42760355864	300.44620525397966	18.6	23:29:25
1095.0%	219000	-321059.93530199444	300.436550205154	18.6	23:29:16
1100.0%	220000	-320635.0724032356	304.4614015794133	18.6	23:29:06
1105.0%	221000	-322111.038329334	301.21170349500557	18.6	23:28:57
1110.0%	222000	-322005.5975306048	301.21651249263516	18.6	23:28:48
1115.0%	223000	-322176.9799297259	301.37530927294233	18.6	23:28:38
1120.0%	224000	-320819.92364843655	297.752209575223	18.6	23:28:29
1125.0%	225000	-320790.2563804707	302.704645619649	18.6	23:28:20
1130.0%	226000	-321132.2950339534	303.11057065796734	18.6	23:28:10
1135.0%	227000	-321491.00499186735	300.4107464474671	18.6	23:28:01
1140.0%	228000	-321171.1240566275	301.16807209507346	18.6	23:27:52
1145.0%	229000	-321509.1680425098	297.3544011570213	18.6	23:27:42
1150.0%	230000	-320871.821840395	299.3670374194229	18.6	23:27:33
1155.0%	231000	-320747.0207974294	299.9427302919232	18.6	23:27:25
1160.0%	232000	-320981.0827366945	300.4147654149585	18.6	23:27:15
1165.0%	233000	-321075.94029698777	298.3503492249402	18.6	23:27:06
1170.0%	234000	-320987.8409257636	297.7486285566376	18.6	23:26:57
1175.0%	235000	-321087.4408947325	300.83393961267933	18.6	23:26:47
1180.0%	236000	-321167.7459353737	301.636098286423	18.6	23:26:38
1185.0%	237000	-320563.48832759145	299.7435964014948	18.6	23:26:29
1190.0%	238000	-320963.31392676546	297.83558308996123	18.6	23:26:19
1195.0%	239000	-320878.9056228725	299.4957880068418	18.6	23:26:10
1200.0%	240000	-320439.785181107	301.85344935513854	18.6	23:26:01
1205.0%	241000	-321221.293291969	303.8778245033222	18.6	23:25:51
1210.0%	242000	-321094.5270152418	298.6614733228601	18.6	23:25:42
1215.0%	243000	-320665.6190755614	298.9777384788216	18.6	23:25:34
1220.0%	244000	-321471.86422028695	298.7400140150109	18.6	23:25:24
1225.0%	245000	-321782.9607716999	297.2602576073101	18.6	23:25:15
1230.0%	246000	-321184.7357179313	299.53242464306436	18.6	23:25:06
1235.0%	247000	-320812.6457623495	303.13186859392516	18.6	23:24:56
1240.0%	248000	-321485.22067225166	301.94194216800037	18.6	23:24:47
1245.0%	249000	-320566.42091047135	302.0731431896246	18.6	23:24:38
1250.0%	250000	-320475.1204389245	302.15954422073065	18.6	23:24:28
1255.0%	251000	-320213.09919519443	300.2533049047361	18.6	23:24:19
1260.0%	252000	-320874.92269536504	299.5862471102696	18.6	23:24:10
1265.0%	253000	-321733.5759094495	299.4153628173924	18.6	23:24:01
1270.0%	254000	-321745.9431612552	298.5131516359351	18.6	23:23:51
1275.0%	255000	-320762.77309426456	300.8275219659359	18.6	23:23:42
1280.0%	256000	-320873.0590757481	299.05924994116174	18.6	23:23:32
1285.0%	257000	-320306.8433898629	298.4886907060819	18.6	23:23:23
1290.0%	258000	-321880.8589893547	298.67487922885704	18.6	23:23:14
1295.0%	259000	-322345.9378503065	299.1776645288654	18.6	23:23:05
1300.0%	260000	-321524.72557167686	296.65513742311805	18.6	23:22:56
1305.0%	261000	-321282.4091604743	299.6250415617319	18.6	23:22:47
1310.0%	262000	-319955.3050316847	296.35379149044525	18.6	23:22:37
1315.0%	263000	-320844.6526631515	298.4187906311504	18.6	23:22:28
1320.0%	264000	-321663.99383109785	299.8348040831165	18.6	23:22:19
1325.0%	265000	-321214.0073835759	298.65749048487	18.6	23:22:10
1330.0%	266000	-320962.5788083768	300.49318160701165	18.6	23:22:01
1335.0%	267000	-321099.85000235983	301.9076485085007	18.6	23:21:52
1340.0%	268000	-319898.9104746799	298.702408505653	18.6	23:21:42
1345.0%	269000	-320421.47704893723	298.9252957981858	18.6	23:21:33
1350.0%	270000	-321079.6483295732	300.65919642047845	18.6	23:21:24
1355.0%	271000	-321610.5270302475	297.62959321518923	18.6	23:21:14
1360.0%	272000	-321677.2039409494	299.24146253647604	18.6	23:21:05
1365.0%	273000	-320401.7514570728	301.7132487492242	18.6	23:20:56
1370.0%	274000	-320920.93113149493	300.77866756159995	18.6	23:20:46
1375.0%	275000	-320768.2963209518	299.1994153397417	18.6	23:20:37
1380.0%	276000	-320844.1612691651	303.53824609620034	18.6	23:20:28
1385.0%	277000	-320079.92955196113	299.20279363988425	18.6	23:20:18
1390.0%	278000	-320295.31509298226	298.23043727711575	18.6	23:20:09
1395.0%	279000	-320241.2954004863	301.20959650957514	18.6	23:20:00
1400.0%	280000	-319824.0538215635	302.6717924781359	18.6	23:19:50
1405.0%	281000	-320634.3057600891	301.27028297581785	18.6	23:19:41
1410.0%	282000	-320895.3422069214	299.49196816095696	18.6	23:19:32
1415.0%	283000	-320768.33914846554	301.55658080607304	18.6	23:19:22
1420.0%	284000	-320528.6460545976	300.9703874044948	18.6	23:19:13
1425.0%	285000	-320699.09512268426	299.3163039672476	18.6	23:19:04
1430.0%	286000	-320638.1570950176	300.1754147791444	18.6	23:18:55
1435.0%	287000	-321790.4761330143	301.6366592447741	18.6	23:18:45
1440.0%	288000	-320401.32870411547	296.9216367556666	18.6	23:18:36
1445.0%	289000	-320570.15157339466	299.25878467196463	18.6	23:18:27
1450.0%	290000	-320074.49955343385	301.4469366800665	18.6	23:18:17
1455.0%	291000	-320372.8450234614	297.3864384856345	18.6	23:18:08
1460.0%	292000	-321623.6800938605	300.06911791326723	18.6	23:17:59
1465.0%	293000	-320936.52899122774	297.4774030106856	18.6	23:17:50
1470.0%	294000	-321801.65576819587	302.1079851515712	18.6	23:17:40
1475.0%	295000	-321646.36873723776	299.05144711038844	18.6	23:17:31
1480.0%	296000	-321113.4354823425	300.93601100644423	18.6	23:17:22
1485.0%	297000	-320804.29109089007	299.88060759707116	18.6	23:17:13
1490.0%	298000	-321047.31493644184	300.27840768437767	18.6	23:17:03
1495.0%	299000	-320605.12595502334	299.5439774371077	18.6	23:16:54
1500.0%	300000	-320976.86472317204	299.15334669503125	18.6	23:16:45
1505.0%	301000	-321917.85770572326	301.3865952294588	18.6	23:16:35
1510.0%	302000	-321048.20478401775	300.2389732937817	18.6	23:16:26
1515.0%	303000	-321093.9344459537	299.66618783582317	18.6	23:16:17
1520.0%	304000	-320570.4296147523	302.540822173559	18.6	23:16:07
1525.0%	305000	-320216.6196550906	300.32880443493445	18.6	23:15:58
1530.0%	306000	-321016.575443069	301.98489069286876	18.6	23:15:49
1535.0%	307000	-320371.993340062	297.7328283723348	18.6	23:15:39
1540.0%	308000	-320466.33950178465	296.8785321036481	18.6	23:15:30
1545.0%	309000	-320692.07249785215	301.87556867361604	18.6	23:15:21
1550.0%	310000	-321192.69225002336	300.1446216100512	18.6	23:15:12
1555.0%	311000	-320292.3403304331	298.22382527071267	18.6	23:15:03
1560.0%	312000	-321681.2186263865	302.1079151657355	18.6	23:14:54
1565.0%	313000	-320601.95534147834	299.1370030033944	18.6	23:14:44
1570.0%	314000	-321202.61964223697	300.5648865079328	18.6	23:14:35
1575.0%	315000	-321676.94100858853	299.712875194173	18.6	23:14:26
1580.0%	316000	-320638.00146960956	299.31056760130525	18.6	23:14:16
1585.0%	317000	-320491.3415147788	298.51737159474817	18.6	23:14:07
1590.0%	318000	-321456.8738632796	301.46197464206597	18.6	23:13:58
1595.0%	319000	-321418.53057278483	302.44728446293897	18.6	23:13:48
1600.0%	320000	-320225.09814308025	302.9873621367626	18.6	23:13:39
1605.0%	321000	-320023.3973350583	297.3533480513542	18.6	23:13:30
1610.0%	322000	-319868.19779552217	298.09143786860847	18.6	23:13:21
1615.0%	323000	-321741.38375187456	300.1656689494418	18.6	23:13:12
1620.0%	324000	-321234.09200352756	293.4810171047048	18.6	23:13:03
1625.0%	325000	-321519.34085706994	297.488871092836	18.6	23:12:53
1630.0%	326000	-320836.05787103483	300.14992875277864	18.6	23:12:44
1635.0%	327000	-322192.1663741651	303.8306773142684	18.6	23:12:35
1640.0%	328000	-322189.55176717066	302.18066333805587	18.6	23:12:26
1645.0%	329000	-321025.84338162304	299.1370512331127	18.6	23:12:16
1650.0%	330000	-320647.01100953645	300.0626763506668	18.6	23:12:07
1655.0%	331000	-321071.9637052347	301.1865738064938	18.6	23:11:58
1660.0%	332000	-321630.71828133636	302.00628799668306	18.6	23:11:48
1665.0%	333000	-320851.89521147823	299.5770756133937	18.6	23:11:39
1670.0%	334000	-321061.0069080235	300.07120509509986	18.6	23:11:30
1675.0%	335000	-320583.9205233173	298.66557091819095	18.6	23:11:21
1680.0%	336000	-321311.0397194342	299.1074452864896	18.6	23:11:12
1685.0%	337000	-321015.42340211687	301.8041869223587	18.6	23:11:03
1690.0%	338000	-321084.63254503044	302.7027204677254	18.6	23:10:54
1695.0%	339000	-320907.82351713814	300.6738470880479	18.6	23:10:45
1700.0%	340000	-321137.4644795996	301.99833172299185	18.6	23:10:35
1705.0%	341000	-320154.62140844413	305.7420779420134	18.6	23:10:26
1710.0%	342000	-319495.88077317085	299.8092205714322	18.6	23:10:17
1715.0%	343000	-320614.0173981616	301.3776254834751	18.6	23:10:08
1720.0%	344000	-319929.29978386057	299.84143391407383	18.7	23:09:59
1725.0%	345000	-320447.43957683584	303.65264661395054	18.7	23:09:50
1730.0%	346000	-320674.7260198656	298.9467974669452	18.6	23:09:39
1735.0%	347000	-321134.9599000127	299.1264206796493	18.6	23:09:30
1740.0%	348000	-320939.2581995956	301.3238235809752	18.6	23:09:21
1745.0%	349000	-320798.1223923585	303.6588874433509	18.6	23:09:12
1750.0%	350000	-321203.9626391018	303.96564275633057	18.6	23:09:02
1755.0%	351000	-321355.1612779859	304.45405794326234	18.6	23:08:53
1760.0%	352000	-320244.5922695913	298.01523060357306	18.6	23:08:44
1765.0%	353000	-321189.4006023884	299.0044841331396	18.6	23:08:35
1770.0%	354000	-322094.76198614924	297.16545681559035	18.6	23:08:25
1775.0%	355000	-322271.6585902632	298.20793105863646	18.6	23:08:16
1780.0%	356000	-321649.3451638359	297.2264357227882	18.6	23:08:07
1785.0%	357000	-321466.6743799846	297.89846569367734	18.6	23:07:57
1790.0%	358000	-319423.3387011837	295.9083198128715	18.6	23:07:48
1795.0%	359000	-320806.5353739024	300.1858110494243	18.6	23:07:39
1800.0%	360000	-321523.3963574781	299.91564285930207	18.6	23:07:30
1805.0%	361000	-321456.61468979367	300.2020472932028	18.6	23:07:20
1810.0%	362000	-321193.48744461825	303.401594555102	18.6	23:07:11
1815.0%	363000	-320126.0521073949	300.50706818914193	18.6	23:07:02
1820.0%	364000	-320922.6266935449	298.8165250118241	18.6	23:06:52
1825.0%	365000	-321038.65927278064	298.4139194870582	18.6	23:06:43
1830.0%	366000	-321272.88532136683	301.44044070377623	18.6	23:06:34
1835.0%	367000	-320749.4316872058	299.6959725823903	18.6	23:06:24
1840.0%	368000	-320504.54480973864	303.96413879108127	18.6	23:06:15
1845.0%	369000	-321038.45241933945	298.33842126468573	18.6	23:06:06
1850.0%	370000	-320791.03132481454	301.79370412477016	18.6	23:05:56
1855.0%	371000	-320162.03860674705	301.26484210081327	18.6	23:05:47
1860.0%	372000	-321255.8217994829	300.6889784431866	18.6	23:05:38
1865.0%	373000	-321506.92028995696	297.09715687958624	18.6	23:05:29
1870.0%	374000	-321416.7011027613	299.4958399412811	18.6	23:05:19
1875.0%	375000	-321295.13325328333	297.9399088996184	18.6	23:05:11
1880.0%	376000	-320730.51318778144	300.7609072378118	18.6	23:05:01
1885.0%	377000	-319892.77740580705	298.1452982915451	18.6	23:04:52
1890.0%	378000	-320645.96634554374	299.79983174065046	18.6	23:04:43
1895.0%	379000	-320787.0096255217	299.38294069515365	18.6	23:04:33
1900.0%	380000	-320812.50318578305	302.01410733606247	18.6	23:04:24
1905.0%	381000	-320957.9463184539	299.88341482893065	18.6	23:04:15
1910.0%	382000	-321348.6486240467	298.55152974397726	18.6	23:04:05
1915.0%	383000	-320933.00080334954	298.0881692218927	18.6	23:03:56
1920.0%	384000	-320627.4500297641	295.96688986026686	18.6	23:03:47
1925.0%	385000	-321014.5146540201	302.6236764494028	18.6	23:03:37
1930.0%	386000	-321497.56846276624	304.8294793025718	18.6	23:03:28
1935.0%	387000	-320551.5020289151	299.3217018936545	18.6	23:03:19
1940.0%	388000	-322617.69055891386	302.7753506298953	18.6	23:03:09
1945.0%	389000	-321221.3235343266	298.6889620974997	18.6	23:03:00
1950.0%	390000	-320255.6816823485	300.17087042591965	18.6	23:02:51
1955.0%	391000	-320841.2175160176	300.5366964123547	18.6	23:02:41
1960.0%	392000	-321729.15890291403	299.47749216331516	18.6	23:02:32
1965.0%	393000	-320935.0091577666	299.0741543993039	18.6	23:02:23
