#! FIELDS tic0 file.free der_tic0
#! SET min_tic0 -1.59672
#! SET max_tic0 6.63861
#! SET nbins_tic0  118
#! SET periodic_tic0 false
   -1.596720000 3210.492138672  -16.907429263
   -1.526332564 3208.009509792  -58.411601408
   -1.455945128 3200.538078812 -169.580848881
   -1.385557692 3180.609306499 -429.640734382
   -1.315170256 3133.760020587 -955.182123575
   -1.244782821 3037.042836396 -1860.627530400
   -1.174395385 2862.127133956 -3166.779965559
   -1.104007949 2585.721023508 -4693.473910817
   -1.033620513 2205.738653413 -6025.835425711
   -0.963233077 1754.069461446 -6651.312578809
   -0.892845641 1293.887922915 -6244.896968486
   -0.822458205  896.789923148 -4918.545019610
   -0.752070769  610.315799601 -3214.662484274
   -0.681683333  437.191172409 -1795.710790615
   -0.611295897  341.340511937 -1044.619530109
   -0.540908462  275.999600860 -880.063270175
   -0.470521026  212.762511106 -912.124454142
   -0.400133590  151.453617701 -785.353577530
   -0.329746154  107.828600661 -423.030793964
   -0.259358718   93.046228004   -8.246892904
   -0.188971282  102.229820365  227.888030362
   -0.118583846  118.763507646  204.509704806
   -0.048196410  127.461659932   17.355994950
    0.022191026  122.434784118 -153.282854369
    0.092578462  108.830530642 -218.210652164
    0.162965897   94.328706296 -187.228247731
    0.233353333   83.575349026 -118.619165374
    0.303740769   77.532535977  -59.110366517
    0.374128205   75.206194863  -14.612686456
    0.444515641   75.738656277   20.947629936
    0.514903077   78.344332746   42.036299615
    0.585290513   81.441517535   35.852892498
    0.655677949   82.926334699   -1.810430248
    0.726065385   81.115031467  -53.952966147
    0.796452821   75.842861152  -98.050448336
    0.866840256   68.216094923 -121.786130043
    0.937227692   59.549756192 -127.866058258
    1.007615128   50.745894426 -126.576991463
    1.078002564   42.197390187 -120.247932796
    1.148390000   34.422691827 -103.243527362
    1.218777436   28.353729851  -73.122725107
    1.289164872   24.714964257  -35.918263223
    1.359552308   23.557043959   -3.581900216
    1.429939744   24.251135848   16.669015286
    1.500327179   25.967163986   24.524638866
    1.570714615   27.854674084   22.207112641
    1.641102051   29.206785216    9.151879586
    1.711489487   29.354942555   -9.959143550
    1.781876923   28.236025273  -26.417995720
    1.852264359   26.314979037  -31.497105750
    1.922651795   24.351278732  -28.315485080
    1.993039231   22.686914976  -24.874666667
    2.063426667   21.197063679  -23.156855168
    2.133814103   19.926259266  -17.267735105
    2.204201538   19.276360793   -5.197149013
    2.274588974   19.481391592    3.962324470
    2.344976410   19.908234120   -0.397396262
    2.415363846   19.442600329  -20.704278624
    2.485751282   17.257314316  -45.839735995
    2.556138718   13.533155957  -62.498786992
    2.626526154    9.172659308  -64.533322614
    2.696913590    5.143847406  -54.383746739
    2.767301026    2.085700542  -37.393462386
    2.837688462    0.313052635  -17.459480086
    2.908075897    0.000000000    3.500763613
    2.978463333    1.179118936   23.576275827
    3.048850769    3.662503727   40.498996429
    3.119238205    7.143184289   52.425315206
    3.189625641   11.250253333   57.998197883
    3.260013077   15.485474089   55.495083427
    3.330400513   19.193121855   42.473675542
    3.400787949   21.606824798   19.584176934
    3.471175385   22.219313685   -7.511142874
    3.541562821   21.091718533  -28.373423090
    3.611950256   18.914117371  -36.318963690
    3.682337692   16.631363690  -32.820527923
    3.752725128   14.834909278  -23.353190898
    3.823112564   13.703142477  -14.813703410
    3.893500000   13.041500839  -10.070502812
    3.963887436   12.642479654   -6.584202876
    4.034274872   12.607950579    1.790243048
    4.104662308   13.511741747   20.021105013
    4.175049744   16.001461444   46.340794898
    4.245437179   20.304758455   69.123650743
    4.315824615   25.761408356   77.146648334
    4.386212051   31.217591207   70.554143464
    4.456599487   35.982112650   59.764974773
    4.526986923   40.125736818   53.710682727
    4.597374359   43.855432636   46.191360093
    4.667761795   46.715382835   26.365107950
    4.738149231   47.847170780    0.965271949
    4.808536667   47.859520032    0.828369870
    4.878924103   49.575919054   50.721623232
    4.949311538   56.235104441  136.140548447
    5.019698974   68.816825171  212.017908890
    5.090086410   85.407079780  251.695943867
    5.160473846  104.661513731  293.540594343
    5.230861282  128.417261798  384.164224571
    5.301248718  159.756489684  493.359662768
    5.371636154  195.479168894  478.548345912
    5.442023590  221.183687449  194.798055747
    5.512411026  218.035551565 -306.735908672
    5.582798462  181.565034685 -669.269609443
    5.653185897  140.078674599 -363.902391441
    5.723573333  155.226988435  962.696527008
    5.793960769  297.071736736 3161.081896348
    5.864348205  605.359800840 5548.369461953
    5.934735641 1062.204152140 7248.068247679
    6.005123077 1595.812956085 7677.614222000
    6.075510513 2113.229561879 6835.039640874
    6.145897949 2540.078013822 5208.824644889
    6.216285385 2843.736444948 3433.357348310
    6.286672821 3031.452298750 1970.773235060
    6.357060256 3132.925572506  987.482557181
    6.427447692 3180.969102706  432.913257058
    6.497835128 3200.980963518  165.149869016
    6.568222564 3208.377736938   52.425859340
    6.638610000 3210.727506477   12.491176491
