#! FIELDS tic_0 file.free der_tic_0
#! SET min_tic_0 -1.57996
#! SET max_tic_0 1.4315
#! SET nbins_tic_0  87
#! SET periodic_tic_0 false
   -1.579960000  138.050160791   -4.327407701
   -1.544943023  137.765046110  -13.337232263
   -1.509926047  136.957527929  -35.862127407
   -1.474909070  134.947561205  -84.399906978
   -1.439892093  130.565749952 -173.483121918
   -1.404875116  122.225513184 -310.321194731
   -1.369858140  108.423318877 -480.577319903
   -1.334841163   88.688399686 -639.293149324
   -1.299824186   64.546805731 -721.271649400
   -1.264807209   39.687700880 -675.054935175
   -1.229790233   18.779308155 -501.299470768
   -1.194773256    5.337947754 -263.215532302
   -1.159756279    0.000000000  -53.354050422
   -1.124739302    0.466640385   61.863376301
   -1.089722326    3.131705458   76.419537592
   -1.054705349    5.149042954   34.451588504
   -1.019688372    5.526157841   -9.532519519
   -0.984671395    4.824732249  -24.780709980
   -0.949654419    4.128606032  -11.223122079
   -0.914637442    4.174964608   14.446560948
   -0.879620465    5.077539106   35.476782204
   -0.844603488    6.492993423   42.992147127
   -0.809586512    7.939025345   35.324682637
   -0.774569535    8.932510044   20.127852650
   -0.739552558    9.356505508    4.639458171
   -0.704535581    9.362175699   -2.633301734
   -0.669518605    9.313457601    1.151997823
   -0.634501628    9.538740673   11.653230644
   -0.599484651   10.136039323   21.159943697
   -0.564467674   10.972120463   24.912764492
   -0.529450698   11.850021899   24.341073935
   -0.494433721   12.694769645   23.920976108
   -0.459416744   13.579660825   26.665362729
   -0.424399767   14.612319244   31.874727132
   -0.389382791   15.826152653   36.662968671
   -0.354365814   17.166794366   39.015925099
   -0.319348837   18.548403262   39.294796349
   -0.284331860   19.925385817   38.590348677
   -0.249314884   21.273906894   37.799216097
   -0.214297907   22.581042087   36.270780218
   -0.179280930   23.816548333   33.692552228
   -0.144263953   24.960895070   31.329570343
   -0.109246977   26.047416328   30.700340526
   -0.074230000   27.149386098   31.848639222
   -0.039213023   28.297314467   32.831988948
   -0.004196047   29.434970073   31.130881544
    0.030820930   30.446022557   25.641862583
    0.065837907   31.226936813   18.522690088
    0.100854884   31.772998783   12.695013670
    0.135871860   32.166272718    9.925423115
    0.170888837   32.512284252    9.594646955
    0.205905814   32.860093174    9.679034180
    0.240922791   33.181942030    7.710166696
    0.275939767   33.356646521    0.854395935
    0.310956744   33.159902277  -14.107418317
    0.345973721   32.275826360  -38.196102350
    0.380990698   30.445641959  -66.656265291
    0.416007674   27.711186219  -87.298058715
    0.451024651   24.602428679  -86.007336816
    0.486041628   22.027979700  -57.089113812
    0.521058605   20.833192270  -10.218944961
    0.556075581   21.284498374   33.004183274
    0.591092558   22.873907829   52.280416031
    0.626109535   24.597959279   41.146057224
    0.661126512   25.510388149    9.013282779
    0.696143488   25.216887837  -25.132179536
    0.731160465   23.935491601  -45.300603804
    0.766177442   22.300542023  -45.437259513
    0.801194419   20.932194012  -32.057824967
    0.836211395   20.022269070  -22.794894531
    0.871228372   19.079322999  -36.394636429
    0.906245349   17.174362665  -76.465315011
    0.941262326   13.747346575 -116.026493056
    0.976279302    9.680410749 -103.415771775
    1.011296279    7.675660691    6.433915823
    1.046313256   11.290478180  212.036036418
    1.081330233   22.948374804  451.407032717
    1.116347209   42.242326169  633.379317182
    1.151364186   65.861542424  692.127471823
    1.186381163   89.214569365  622.626093467
    1.221398140  108.547462937  473.199393336
    1.256415116  122.201990471  308.122609449
    1.291432093  130.517507614  173.391699287
    1.326449070  134.912466885   84.857231837
    1.361466047  136.940470443   36.199034331
    1.396483023  137.758941822   13.482240418
    1.431500000  138.052371867    4.220029076
